pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp485,913,bin_18,18,trial7,brow,60.6361,TRUE
pp485,913,bin_19,19,trial7,brow,41.9708,TRUE
pp485,913,bin_20,20,trial7,brow,37.343,TRUE
pp486,285,bin_0,0,trial7,cheek,6.2411,TRUE
pp486,285,bin_1,1,trial7,cheek,6.1721,TRUE
pp486,285,bin_2,2,trial7,cheek,5.5604,TRUE
pp486,285,bin_3,3,trial7,cheek,7.692,TRUE
pp486,285,bin_4,4,trial7,cheek,5.444,TRUE
pp486,285,bin_5,5,trial7,cheek,4.7921,TRUE
pp486,285,bin_6,6,trial7,cheek,3.6859,TRUE
pp486,285,bin_7,7,trial7,cheek,4.6867,TRUE
pp486,285,bin_8,8,trial7,cheek,4.3499,TRUE
pp486,285,bin_9,9,trial7,cheek,3.6917,TRUE
pp486,285,bin_10,10,trial7,cheek,4.8466,TRUE
pp486,285,bin_11,11,trial7,cheek,5.0967,TRUE
pp486,285,bin_12,12,trial7,cheek,7.5582,TRUE
pp486,285,bin_13,13,trial7,cheek,3.7985,TRUE
pp486,285,bin_14,14,trial7,cheek,4.7077,TRUE
pp486,285,bin_15,15,trial7,cheek,5.0724,TRUE
pp486,285,bin_16,16,trial7,cheek,4.956,TRUE
pp486,285,bin_17,17,trial7,cheek,6.1623,TRUE
pp486,285,bin_18,18,trial7,cheek,22.0571,TRUE
pp486,285,bin_19,19,trial7,cheek,7.4062,TRUE
pp486,285,bin_20,20,trial7,cheek,7.384,TRUE
pp486,913,bin_0,0,trial3,brow,11.4158,TRUE
pp486,913,bin_1,1,trial3,brow,9.695,TRUE
pp486,913,bin_2,2,trial3,brow,9.1748,TRUE
pp486,913,bin_3,3,trial3,brow,8.6184,TRUE
pp486,913,bin_4,4,trial3,brow,9.729,TRUE
pp486,913,bin_5,5,trial3,brow,9.5191,TRUE
pp486,913,bin_6,6,trial3,brow,9.3681,TRUE
pp486,913,bin_7,7,trial3,brow,10.8332,TRUE
pp486,913,bin_8,8,trial3,brow,8.1208,TRUE
pp486,913,bin_9,9,trial3,brow,7.843,TRUE
pp486,913,bin_10,10,trial3,brow,8.092,TRUE
pp486,913,bin_11,11,trial3,brow,7.4364,TRUE
pp486,913,bin_12,12,trial3,brow,6.0312,TRUE
pp486,913,bin_13,13,trial3,brow,6.8338,TRUE
pp486,913,bin_14,14,trial3,brow,6.4686,TRUE
pp486,913,bin_15,15,trial3,brow,7.7639,TRUE
pp486,913,bin_16,16,trial3,brow,9.2905,TRUE
pp486,913,bin_17,17,trial3,brow,6.5945,TRUE
pp486,913,bin_18,18,trial3,brow,7.2406,TRUE
pp486,913,bin_19,19,trial3,brow,7.1057,TRUE
pp486,913,bin_20,20,trial3,brow,6.367,TRUE
pp486,913,bin_0,0,trial8,cheek,15.9955,TRUE
pp486,913,bin_1,1,trial8,cheek,5.2836,TRUE
pp486,913,bin_2,2,trial8,cheek,5.3013,TRUE
pp486,913,bin_3,3,trial8,cheek,5.0661,TRUE
pp486,913,bin_4,4,trial8,cheek,3.1143,TRUE
pp486,913,bin_5,5,trial8,cheek,6.3991,TRUE
