"","pp_no","condition","trial","muscle","bin","Zdiff"
"404","pp4811","429","trial5","brow","diff_bin4",-0.714309843606828
"405","pp4811","429","trial5","brow","diff_bin5",-0.357922577634795
"406","pp4811","429","trial5","brow","diff_bin6",-1.34568848739809
"407","pp4811","429","trial5","brow","diff_bin7",-0.581858750160576
"408","pp4811","429","trial5","brow","diff_bin8",-0.721840181762282
"409","pp4811","429","trial5","brow","diff_bin9",-0.40303149648834
"410","pp4811","429","trial5","brow","diff_bin10",-0.507627649767331
"411","pp4811","429","trial5","cheek","diff_bin1",0.70090974516893
"412","pp4811","429","trial5","cheek","diff_bin2",0.360247803089965
"413","pp4811","429","trial5","cheek","diff_bin3",0.758126867223537
"414","pp4811","429","trial5","cheek","diff_bin4",-0.172751695434101
"415","pp4811","429","trial5","cheek","diff_bin5",0.250214876061876
"416","pp4811","429","trial5","cheek","diff_bin6",1.93547918642409
"417","pp4811","429","trial5","cheek","diff_bin7",-0.509452452140055
"418","pp4811","429","trial5","cheek","diff_bin8",0.933079221198199
"419","pp4811","429","trial5","cheek","diff_bin9",0.0517154757032018
"420","pp4811","429","trial5","cheek","diff_bin10",0.554786018075627
"421","pp4811","429","trial6","brow","diff_bin1",0.477457557092729
"422","pp4811","429","trial6","brow","diff_bin2",2.10276772732473
"423","pp4811","429","trial6","brow","diff_bin3",0.498269559632397
"424","pp4811","429","trial6","brow","diff_bin4",-0.00784714849856349
"425","pp4811","429","trial6","brow","diff_bin5",0.14726806949323
"426","pp4811","429","trial6","brow","diff_bin6",0.040308023654113
"427","pp4811","429","trial6","brow","diff_bin7",0.431812497658537
"428","pp4811","429","trial6","brow","diff_bin8",-0.0717209876747601
"429","pp4811","429","trial6","brow","diff_bin9",-0.121777021886095
"430","pp4811","429","trial6","brow","diff_bin10",0.310790946590628
