pp_no,condition,emotion,bin,bin_no,trial,muscle,rms
pp462,dyn,828,bin_6,6,trial2,brow,12.5456
pp462,dyn,828,bin_6,6,trial2,cheek,5.0976
pp462,dyn,828,bin_0,0,trial3,brow,11.5376
pp462,dyn,828,bin_0,0,trial3,cheek,14.672
pp462,dyn,828,bin_1,1,trial3,brow,9.2145
pp462,dyn,828,bin_1,1,trial3,cheek,42.6345
pp462,dyn,828,bin_2,2,trial3,brow,21.4238
pp462,dyn,828,bin_2,2,trial3,cheek,38.7204
pp462,dyn,828,bin_3,3,trial3,brow,11.6959
pp462,dyn,828,bin_3,3,trial3,cheek,7.9833
pp462,dyn,828,bin_4,4,trial3,brow,15.2305
pp462,dyn,828,bin_4,4,trial3,cheek,5.6703
pp462,dyn,828,bin_5,5,trial3,brow,12.3372
pp462,dyn,828,bin_5,5,trial3,cheek,4.7193
pp462,dyn,828,bin_6,6,trial3,brow,8.5634
pp462,dyn,828,bin_6,6,trial3,cheek,5.2797
pp462,dyn,828,bin_0,0,trial4,brow,25.8239
pp462,dyn,828,bin_0,0,trial4,cheek,95.1607
pp462,dyn,828,bin_1,1,trial4,brow,7.1792
pp462,dyn,828,bin_1,1,trial4,cheek,24.5804
pp462,dyn,828,bin_2,2,trial4,brow,8.1499
pp462,dyn,828,bin_2,2,trial4,cheek,35.9266
pp462,dyn,828,bin_3,3,trial4,brow,11.6547
pp462,dyn,828,bin_3,3,trial4,cheek,58.9008
pp462,dyn,828,bin_4,4,trial4,brow,15.2401
pp462,dyn,828,bin_4,4,trial4,cheek,68.0465
pp462,dyn,828,bin_5,5,trial4,brow,116.467
pp462,dyn,828,bin_5,5,trial4,cheek,88.645
pp462,dyn,828,bin_6,6,trial4,brow,106.5435
pp462,dyn,828,bin_6,6,trial4,cheek,107.6565
pp462,dyn,828,bin_0,0,trial5,brow,9.1994
pp462,dyn,828,bin_0,0,trial5,cheek,4.8193
pp462,dyn,828,bin_1,1,trial5,brow,12.4422
pp462,dyn,828,bin_1,1,trial5,cheek,10.1297
pp462,dyn,828,bin_2,2,trial5,brow,14.2659
pp462,dyn,828,bin_2,2,trial5,cheek,64.8661
pp462,dyn,828,bin_3,3,trial5,brow,18.539
pp462,dyn,828,bin_3,3,trial5,cheek,57.8138
pp462,dyn,828,bin_4,4,trial5,brow,12.8334
pp462,dyn,828,bin_4,4,trial5,cheek,45.2047
pp462,dyn,828,bin_5,5,trial5,brow,6.7195
pp462,dyn,828,bin_5,5,trial5,cheek,6.1093
pp462,dyn,828,bin_6,6,trial5,brow,6.5645
pp462,dyn,828,bin_6,6,trial5,cheek,6.1655
pp462,dyn,828,bin_0,0,trial6,brow,8.057
pp462,dyn,828,bin_0,0,trial6,cheek,5.1699
pp462,dyn,828,bin_1,1,trial6,brow,8.4016
pp462,dyn,828,bin_1,1,trial6,cheek,6.998
pp462,dyn,828,bin_2,2,trial6,brow,31.9571
pp462,dyn,828,bin_2,2,trial6,cheek,17.6596
pp462,dyn,828,bin_3,3,trial6,brow,46.8031
pp462,dyn,828,bin_3,3,trial6,cheek,29.1943
pp462,dyn,828,bin_4,4,trial6,brow,6.3087
pp462,dyn,828,bin_4,4,trial6,cheek,5.8089
pp462,dyn,828,bin_5,5,trial6,brow,4.6551
pp462,dyn,828,bin_5,5,trial6,cheek,5.3496
pp462,dyn,828,bin_6,6,trial6,brow,7.1851
pp462,dyn,828,bin_6,6,trial6,cheek,9.2456
pp462,dyn,828,bin_0,0,trial7,brow,6.9349
pp462,dyn,828,bin_0,0,trial7,cheek,11.0172
pp462,dyn,828,bin_1,1,trial7,brow,6.4211
pp462,dyn,828,bin_1,1,trial7,cheek,5.87
pp462,dyn,828,bin_2,2,trial7,brow,8.3257
pp462,dyn,828,bin_2,2,trial7,cheek,5.4171
pp462,dyn,828,bin_3,3,trial7,brow,9.7834
pp462,dyn,828,bin_3,3,trial7,cheek,4.5625
pp462,dyn,828,bin_4,4,trial7,brow,9.4727
pp462,dyn,828,bin_4,4,trial7,cheek,6.5752
pp462,dyn,828,bin_5,5,trial7,brow,10.0899
pp462,dyn,828,bin_5,5,trial7,cheek,8.1594
pp462,dyn,828,bin_6,6,trial7,brow,14.4176
pp462,dyn,828,bin_6,6,trial7,cheek,10.2093
pp462,dyn,828,bin_0,0,trial8,brow,11.9692
pp462,dyn,828,bin_0,0,trial8,cheek,4.5573
pp462,dyn,828,bin_1,1,trial8,brow,9.7741
pp462,dyn,828,bin_1,1,trial8,cheek,4.3421
pp462,dyn,828,bin_2,2,trial8,brow,18.264
pp462,dyn,828,bin_2,2,trial8,cheek,8.4893
pp462,dyn,828,bin_3,3,trial8,brow,8.1663
pp462,dyn,828,bin_3,3,trial8,cheek,11.5649
pp462,dyn,828,bin_4,4,trial8,brow,12.5105
pp462,dyn,828,bin_4,4,trial8,cheek,44.8729
pp462,dyn,828,bin_5,5,trial8,brow,7.5709
pp462,dyn,828,bin_5,5,trial8,cheek,16.5455
pp462,dyn,828,bin_6,6,trial8,brow,18.4935
pp462,dyn,828,bin_6,6,trial8,cheek,27.8691
pp462,dyn,929,bin_0,0,trial1,brow,6.4191
pp462,dyn,929,bin_0,0,trial1,cheek,5.1668
pp462,dyn,929,bin_1,1,trial1,brow,39.819
pp462,dyn,929,bin_1,1,trial1,cheek,80.7766
pp462,dyn,929,bin_2,2,trial1,brow,70.9999
pp462,dyn,929,bin_2,2,trial1,cheek,82.247
pp462,dyn,929,bin_3,3,trial1,brow,40.1377
pp462,dyn,929,bin_3,3,trial1,cheek,67.6258
pp462,dyn,929,bin_4,4,trial1,brow,81.262200000000007
pp462,dyn,929,bin_4,4,trial1,cheek,119.3216
pp462,dyn,929,bin_5,5,trial1,brow,19.5577
pp462,dyn,929,bin_5,5,trial1,cheek,34.9552
pp462,dyn,929,bin_6,6,trial1,brow,4.383
pp462,dyn,929,bin_6,6,trial1,cheek,12.9088
pp462,dyn,929,bin_0,0,trial2,brow,7.7811
pp462,dyn,929,bin_0,0,trial2,cheek,12.3651
pp462,dyn,929,bin_1,1,trial2,brow,4.4222
pp462,dyn,929,bin_1,1,trial2,cheek,19.016
pp462,dyn,929,bin_2,2,trial2,brow,4.597
pp462,dyn,929,bin_2,2,trial2,cheek,19.4734
pp462,dyn,929,bin_3,3,trial2,brow,5.2634
pp462,dyn,929,bin_3,3,trial2,cheek,9.1331
pp462,dyn,929,bin_4,4,trial2,brow,5.6758
pp462,dyn,929,bin_4,4,trial2,cheek,5.8967
pp462,dyn,929,bin_5,5,trial2,brow,13.4132
pp462,dyn,929,bin_5,5,trial2,cheek,15.8271
pp462,dyn,929,bin_6,6,trial2,brow,4.4613
pp462,dyn,929,bin_6,6,trial2,cheek,15.9655
pp462,dyn,929,bin_0,0,trial3,brow,3.5334
pp462,dyn,929,bin_0,0,trial3,cheek,5.9383
pp462,dyn,929,bin_1,1,trial3,brow,2.6668
pp462,dyn,929,bin_1,1,trial3,cheek,4.9106
pp462,dyn,929,bin_2,2,trial3,brow,3.5722
pp462,dyn,929,bin_2,2,trial3,cheek,10.6817
pp462,dyn,929,bin_3,3,trial3,brow,3.4778
pp462,dyn,929,bin_3,3,trial3,cheek,6.8432
pp462,dyn,929,bin_4,4,trial3,brow,3.1893
pp462,dyn,929,bin_4,4,trial3,cheek,4.4424
pp462,dyn,929,bin_5,5,trial3,brow,8.3929
pp462,dyn,929,bin_5,5,trial3,cheek,92.7552
pp462,dyn,929,bin_6,6,trial3,brow,10.1846
pp462,dyn,929,bin_6,6,trial3,cheek,105.7444
pp462,dyn,929,bin_0,0,trial4,brow,4.319
pp462,dyn,929,bin_0,0,trial4,cheek,27.3719
pp462,dyn,929,bin_1,1,trial4,brow,4.8822
pp462,dyn,929,bin_1,1,trial4,cheek,14.606
pp462,dyn,929,bin_2,2,trial4,brow,10.1641
pp462,dyn,929,bin_2,2,trial4,cheek,25.8329
pp462,dyn,929,bin_3,3,trial4,brow,5.8559
pp462,dyn,929,bin_3,3,trial4,cheek,14.6127
pp462,dyn,929,bin_4,4,trial4,brow,11.1628
pp462,dyn,929,bin_4,4,trial4,cheek,21.5022
pp462,dyn,929,bin_5,5,trial4,brow,3.9913
pp462,dyn,929,bin_5,5,trial4,cheek,36.2809
pp462,dyn,929,bin_6,6,trial4,brow,2.9901
pp462,dyn,929,bin_6,6,trial4,cheek,6.53
pp462,dyn,929,bin_0,0,trial5,brow,2.7286
pp462,dyn,929,bin_0,0,trial5,cheek,4.4571
pp462,dyn,929,bin_1,1,trial5,brow,3.038
pp462,dyn,929,bin_1,1,trial5,cheek,4.3204
pp462,dyn,929,bin_2,2,trial5,brow,45.9595
pp462,dyn,929,bin_2,2,trial5,cheek,15.6564
pp462,dyn,929,bin_3,3,trial5,brow,10.492
pp462,dyn,929,bin_3,3,trial5,cheek,7.8633
pp462,dyn,929,bin_4,4,trial5,brow,114.1007
pp462,dyn,929,bin_4,4,trial5,cheek,112.8636
pp462,dyn,929,bin_5,5,trial5,brow,59.6202
pp462,dyn,929,bin_5,5,trial5,cheek,54.5487
pp462,dyn,929,bin_6,6,trial5,brow,20.5133
pp462,dyn,929,bin_6,6,trial5,cheek,36.6944
pp462,dyn,929,bin_0,0,trial6,brow,32.6788
pp462,dyn,929,bin_0,0,trial6,cheek,97.1529
pp462,dyn,929,bin_1,1,trial6,brow,47.2678
pp462,dyn,929,bin_1,1,trial6,cheek,47.2737
pp462,dyn,929,bin_2,2,trial6,brow,23.5632
pp462,dyn,929,bin_2,2,trial6,cheek,34.9816
pp462,dyn,929,bin_3,3,trial6,brow,7.4628
pp462,dyn,929,bin_3,3,trial6,cheek,6.0796
pp462,dyn,929,bin_4,4,trial6,brow,5.9939
pp462,dyn,929,bin_4,4,trial6,cheek,6.7731
pp462,dyn,929,bin_5,5,trial6,brow,36.8089
pp462,dyn,929,bin_5,5,trial6,cheek,77.7723
pp462,dyn,929,bin_6,6,trial6,brow,33.6474
pp462,dyn,929,bin_6,6,trial6,cheek,29.0641
pp462,dyn,929,bin_0,0,trial7,brow,12.7322
pp462,dyn,929,bin_0,0,trial7,cheek,21.239
pp462,dyn,929,bin_1,1,trial7,brow,13.4316
pp462,dyn,929,bin_1,1,trial7,cheek,16.7845
pp462,dyn,929,bin_2,2,trial7,brow,13.7621
pp462,dyn,929,bin_2,2,trial7,cheek,32.0985
pp462,dyn,929,bin_3,3,trial7,brow,11.1614
pp462,dyn,929,bin_3,3,trial7,cheek,21.774
pp462,dyn,929,bin_4,4,trial7,brow,4.5319
pp462,dyn,929,bin_4,4,trial7,cheek,11.9299
pp462,dyn,929,bin_5,5,trial7,brow,2.9053
pp462,dyn,929,bin_5,5,trial7,cheek,6.3678
pp462,dyn,929,bin_6,6,trial7,brow,36.5301
pp462,dyn,929,bin_6,6,trial7,cheek,76.9088
pp462,dyn,929,bin_0,0,trial8,brow,32.7788
pp462,dyn,929,bin_0,0,trial8,cheek,25.9282
pp462,dyn,929,bin_1,1,trial8,brow,18.6964
pp462,dyn,929,bin_1,1,trial8,cheek,21.6531
pp462,dyn,929,bin_2,2,trial8,brow,12.5655
pp462,dyn,929,bin_2,2,trial8,cheek,8.5258
pp462,dyn,929,bin_3,3,trial8,brow,19.5501
pp462,dyn,929,bin_3,3,trial8,cheek,30.8323
pp462,dyn,929,bin_4,4,trial8,brow,39.2602
pp462,dyn,929,bin_4,4,trial8,cheek,45.676
pp462,dyn,929,bin_5,5,trial8,brow,14.1577
pp462,dyn,929,bin_5,5,trial8,cheek,34.8757
pp462,dyn,929,bin_6,6,trial8,brow,13.3204
pp462,dyn,929,bin_6,6,trial8,cheek,29.7105
pp463,dyn,626,bin_0,0,trial1,brow,7.3307
pp463,dyn,626,bin_0,0,trial1,cheek,3.3003
pp463,dyn,626,bin_1,1,trial1,brow,7.0411
pp463,dyn,626,bin_1,1,trial1,cheek,3.4728
pp463,dyn,626,bin_2,2,trial1,brow,7.3818
pp463,dyn,626,bin_2,2,trial1,cheek,3.6913
pp463,dyn,626,bin_3,3,trial1,brow,6.2661
pp463,dyn,626,bin_3,3,trial1,cheek,4.3527
pp463,dyn,626,bin_4,4,trial1,brow,6.5113
pp463,dyn,626,bin_4,4,trial1,cheek,3.5873
pp463,dyn,626,bin_5,5,trial1,brow,6.4002
pp463,dyn,626,bin_5,5,trial1,cheek,3.8507
pp463,dyn,626,bin_6,6,trial1,brow,6.0076
pp463,dyn,626,bin_6,6,trial1,cheek,3.8005
pp463,dyn,626,bin_0,0,trial2,brow,7.3201
pp463,dyn,626,bin_0,0,trial2,cheek,3.74
pp463,dyn,626,bin_1,1,trial2,brow,7.7221
pp463,dyn,626,bin_1,1,trial2,cheek,3.505
pp463,dyn,626,bin_2,2,trial2,brow,10.9015
pp463,dyn,626,bin_2,2,trial2,cheek,3.4441
pp463,dyn,626,bin_3,3,trial2,brow,8.5501
pp463,dyn,626,bin_3,3,trial2,cheek,4.5094
pp463,dyn,626,bin_4,4,trial2,brow,7.5871
pp463,dyn,626,bin_4,4,trial2,cheek,4.5983
pp463,dyn,626,bin_5,5,trial2,brow,6.6879
pp463,dyn,626,bin_5,5,trial2,cheek,4.5654
pp463,dyn,626,bin_6,6,trial2,brow,6.3478
pp463,dyn,626,bin_6,6,trial2,cheek,5.2506
pp463,dyn,626,bin_0,0,trial3,brow,7.7421
pp463,dyn,626,bin_0,0,trial3,cheek,3.6663
pp463,dyn,626,bin_1,1,trial3,brow,8.2882
pp463,dyn,626,bin_1,1,trial3,cheek,3.4254
pp463,dyn,626,bin_2,2,trial3,brow,7.2281
pp463,dyn,626,bin_2,2,trial3,cheek,3.4322
pp463,dyn,626,bin_3,3,trial3,brow,7.1557
pp463,dyn,626,bin_3,3,trial3,cheek,3.94
pp463,dyn,626,bin_4,4,trial3,brow,20.3728
pp463,dyn,626,bin_4,4,trial3,cheek,7.0512
pp463,dyn,626,bin_5,5,trial3,brow,6.9107
pp463,dyn,626,bin_5,5,trial3,cheek,3.6291
pp463,dyn,626,bin_6,6,trial3,brow,5.5922
pp463,dyn,626,bin_6,6,trial3,cheek,4.4906
pp463,dyn,626,bin_0,0,trial4,brow,6.3533
pp463,dyn,626,bin_0,0,trial4,cheek,6.8554
pp463,dyn,626,bin_1,1,trial4,brow,6.0481
pp463,dyn,626,bin_1,1,trial4,cheek,3.3325
pp463,dyn,626,bin_2,2,trial4,brow,5.9706
pp463,dyn,626,bin_2,2,trial4,cheek,3.6516
pp463,dyn,626,bin_3,3,trial4,brow,5.2026
pp463,dyn,626,bin_3,3,trial4,cheek,5.2388
pp463,dyn,626,bin_4,4,trial4,brow,6.4391
pp463,dyn,626,bin_4,4,trial4,cheek,3.8875
pp463,dyn,626,bin_5,5,trial4,brow,6.0472
pp463,dyn,626,bin_5,5,trial4,cheek,3.7085
pp463,dyn,626,bin_6,6,trial4,brow,6.3766
pp463,dyn,626,bin_6,6,trial4,cheek,4.1537
pp463,dyn,626,bin_0,0,trial5,brow,8.367
pp463,dyn,626,bin_0,0,trial5,cheek,3.3774
pp463,dyn,626,bin_1,1,trial5,brow,6.6269
pp463,dyn,626,bin_1,1,trial5,cheek,3.5887
pp463,dyn,626,bin_2,2,trial5,brow,7.6764
pp463,dyn,626,bin_2,2,trial5,cheek,3.9606
pp463,dyn,626,bin_3,3,trial5,brow,7.4939
pp463,dyn,626,bin_3,3,trial5,cheek,3.6818
pp463,dyn,626,bin_4,4,trial5,brow,6.819
pp463,dyn,626,bin_4,4,trial5,cheek,3.9122
pp463,dyn,626,bin_5,5,trial5,brow,6.5021
pp463,dyn,626,bin_5,5,trial5,cheek,3.5831
pp463,dyn,626,bin_6,6,trial5,brow,7.3716
pp463,dyn,626,bin_6,6,trial5,cheek,3.6382
pp463,dyn,626,bin_0,0,trial6,brow,6.8479
pp463,dyn,626,bin_0,0,trial6,cheek,3.6609
pp463,dyn,626,bin_1,1,trial6,brow,7.5744
pp463,dyn,626,bin_1,1,trial6,cheek,4.016
pp463,dyn,626,bin_2,2,trial6,brow,7.2447
pp463,dyn,626,bin_2,2,trial6,cheek,3.6694
pp463,dyn,626,bin_3,3,trial6,brow,7.5771
pp463,dyn,626,bin_3,3,trial6,cheek,3.5815
pp463,dyn,626,bin_4,4,trial6,brow,8.117
pp463,dyn,626,bin_4,4,trial6,cheek,3.8095
pp463,dyn,626,bin_5,5,trial6,brow,6.4529
pp463,dyn,626,bin_5,5,trial6,cheek,3.6885
pp463,dyn,626,bin_6,6,trial6,brow,6.7908
pp463,dyn,626,bin_6,6,trial6,cheek,3.488
pp463,dyn,626,bin_0,0,trial7,brow,6.8646
pp463,dyn,626,bin_0,0,trial7,cheek,3.5503
pp463,dyn,626,bin_1,1,trial7,brow,7.1146
pp463,dyn,626,bin_1,1,trial7,cheek,3.3746
pp463,dyn,626,bin_2,2,trial7,brow,7.0815
pp463,dyn,626,bin_2,2,trial7,cheek,4.1437
pp463,dyn,626,bin_3,3,trial7,brow,7.6434
pp463,dyn,626,bin_3,3,trial7,cheek,3.3399
pp463,dyn,626,bin_4,4,trial7,brow,7.1937
pp463,dyn,626,bin_4,4,trial7,cheek,3.8253
pp463,dyn,626,bin_5,5,trial7,brow,8.2481
pp463,dyn,626,bin_5,5,trial7,cheek,3.4092
pp463,dyn,626,bin_6,6,trial7,brow,7.3362
pp463,dyn,626,bin_6,6,trial7,cheek,3.3747
pp463,dyn,626,bin_0,0,trial8,brow,7.2127
pp463,dyn,626,bin_0,0,trial8,cheek,3.4441
pp463,dyn,626,bin_1,1,trial8,brow,8.388
pp463,dyn,626,bin_1,1,trial8,cheek,3.1888
pp463,dyn,626,bin_2,2,trial8,brow,9.0046
pp463,dyn,626,bin_2,2,trial8,cheek,3.5875
pp463,dyn,626,bin_3,3,trial8,brow,7.189
pp463,dyn,626,bin_3,3,trial8,cheek,3.3918
pp463,dyn,626,bin_4,4,trial8,brow,7.7123
pp463,dyn,626,bin_4,4,trial8,cheek,3.5546
pp463,dyn,626,bin_5,5,trial8,brow,7.9386
pp463,dyn,626,bin_5,5,trial8,cheek,3.7065
pp463,dyn,626,bin_6,6,trial8,brow,8.262
pp463,dyn,626,bin_6,6,trial8,cheek,3.6461
pp463,dyn,727,bin_0,0,trial1,brow,9.0243
pp463,dyn,727,bin_0,0,trial1,cheek,3.9349
pp463,dyn,727,bin_1,1,trial1,brow,9.522
pp463,dyn,727,bin_1,1,trial1,cheek,3.4504
pp463,dyn,727,bin_2,2,trial1,brow,10.2813
pp463,dyn,727,bin_2,2,trial1,cheek,3.75
pp463,dyn,727,bin_3,3,trial1,brow,11.3659
pp463,dyn,727,bin_3,3,trial1,cheek,3.1813
pp463,dyn,727,bin_4,4,trial1,brow,12.3134
pp463,dyn,727,bin_4,4,trial1,cheek,3.4729
pp463,dyn,727,bin_5,5,trial1,brow,9.5897
pp463,dyn,727,bin_5,5,trial1,cheek,3.4066
pp463,dyn,727,bin_6,6,trial1,brow,10.2413
pp463,dyn,727,bin_6,6,trial1,cheek,3.4534
pp463,dyn,727,bin_0,0,trial2,brow,9.3106
pp463,dyn,727,bin_0,0,trial2,cheek,4.0521
pp463,dyn,727,bin_1,1,trial2,brow,10.5784
pp463,dyn,727,bin_1,1,trial2,cheek,3.5922
pp463,dyn,727,bin_2,2,trial2,brow,16.1749
pp463,dyn,727,bin_2,2,trial2,cheek,3.3852
pp463,dyn,727,bin_3,3,trial2,brow,15.1073
pp463,dyn,727,bin_3,3,trial2,cheek,3.443
pp463,dyn,727,bin_4,4,trial2,brow,11.5705
pp463,dyn,727,bin_4,4,trial2,cheek,3.4558
pp463,dyn,727,bin_5,5,trial2,brow,11.0274
pp463,dyn,727,bin_5,5,trial2,cheek,3.4825
pp463,dyn,727,bin_6,6,trial2,brow,8.9642
pp463,dyn,727,bin_6,6,trial2,cheek,3.5077
pp463,dyn,727,bin_0,0,trial3,brow,10.3641
pp463,dyn,727,bin_0,0,trial3,cheek,3.0845
pp463,dyn,727,bin_1,1,trial3,brow,11.1975
pp463,dyn,727,bin_1,1,trial3,cheek,3.2513
pp463,dyn,727,bin_2,2,trial3,brow,12.6295
pp463,dyn,727,bin_2,2,trial3,cheek,3.482
pp463,dyn,727,bin_3,3,trial3,brow,8.9519
pp463,dyn,727,bin_3,3,trial3,cheek,3.3245
pp463,dyn,727,bin_4,4,trial3,brow,7.8735
pp463,dyn,727,bin_4,4,trial3,cheek,3.5579
pp463,dyn,727,bin_5,5,trial3,brow,8.2167
pp463,dyn,727,bin_5,5,trial3,cheek,3.9127
pp463,dyn,727,bin_6,6,trial3,brow,9.0772
pp463,dyn,727,bin_6,6,trial3,cheek,3.3775
pp463,dyn,727,bin_0,0,trial4,brow,11.4238
pp463,dyn,727,bin_0,0,trial4,cheek,3.5896
pp463,dyn,727,bin_1,1,trial4,brow,8.684
pp463,dyn,727,bin_1,1,trial4,cheek,3.5536
pp463,dyn,727,bin_2,2,trial4,brow,10.4861
pp463,dyn,727,bin_2,2,trial4,cheek,3.8579
pp463,dyn,727,bin_3,3,trial4,brow,2.9473
pp463,dyn,727,bin_3,3,trial4,cheek,4.4275
pp463,dyn,727,bin_4,4,trial4,brow,4.1093
pp463,dyn,727,bin_4,4,trial4,cheek,5.6742
pp463,dyn,727,bin_5,5,trial4,brow,4.7218
pp463,dyn,727,bin_5,5,trial4,cheek,4.5347
pp463,dyn,727,bin_6,6,trial4,brow,4.8654
pp463,dyn,727,bin_6,6,trial4,cheek,4.3188
pp463,dyn,727,bin_0,0,trial5,brow,7.537
pp463,dyn,727,bin_0,0,trial5,cheek,4.8458
pp463,dyn,727,bin_1,1,trial5,brow,11.3577
pp463,dyn,727,bin_1,1,trial5,cheek,5.3616
pp463,dyn,727,bin_2,2,trial5,brow,13.4331
pp463,dyn,727,bin_2,2,trial5,cheek,5.2063
pp463,dyn,727,bin_3,3,trial5,brow,22.3764
pp463,dyn,727,bin_3,3,trial5,cheek,3.1187
pp463,dyn,727,bin_4,4,trial5,brow,21.1069
pp463,dyn,727,bin_4,4,trial5,cheek,3.0333
pp463,dyn,727,bin_5,5,trial5,brow,37.9403
pp463,dyn,727,bin_5,5,trial5,cheek,3.227
pp463,dyn,727,bin_6,6,trial5,brow,11.5247
pp463,dyn,727,bin_6,6,trial5,cheek,3.0612
pp463,dyn,727,bin_0,0,trial6,brow,9.1007
pp463,dyn,727,bin_0,0,trial6,cheek,3.5743
pp463,dyn,727,bin_1,1,trial6,brow,7.3196
pp463,dyn,727,bin_1,1,trial6,cheek,3.7667
pp463,dyn,727,bin_2,2,trial6,brow,9.1117
pp463,dyn,727,bin_2,2,trial6,cheek,6.8152
pp463,dyn,727,bin_3,3,trial6,brow,9.3006
pp463,dyn,727,bin_3,3,trial6,cheek,3.4876
pp463,dyn,727,bin_4,4,trial6,brow,10.9298
pp463,dyn,727,bin_4,4,trial6,cheek,3.5398
pp463,dyn,727,bin_5,5,trial6,brow,8.7375
pp463,dyn,727,bin_5,5,trial6,cheek,3.5247
pp463,dyn,727,bin_6,6,trial6,brow,7.8377
pp463,dyn,727,bin_6,6,trial6,cheek,3.4152
pp463,dyn,727,bin_0,0,trial7,brow,7.8799
pp463,dyn,727,bin_0,0,trial7,cheek,3.6343
pp463,dyn,727,bin_1,1,trial7,brow,9.4655
pp463,dyn,727,bin_1,1,trial7,cheek,3.3493
pp463,dyn,727,bin_2,2,trial7,brow,17.2523
pp463,dyn,727,bin_2,2,trial7,cheek,4.1382
pp463,dyn,727,bin_3,3,trial7,brow,8.6679
pp463,dyn,727,bin_3,3,trial7,cheek,3.6151
pp463,dyn,727,bin_4,4,trial7,brow,9.2238
pp463,dyn,727,bin_4,4,trial7,cheek,3.4386
pp463,dyn,727,bin_5,5,trial7,brow,9.9516
pp463,dyn,727,bin_5,5,trial7,cheek,3.3309
pp463,dyn,727,bin_6,6,trial7,brow,8.9191
pp463,dyn,727,bin_6,6,trial7,cheek,3.8711
pp463,dyn,727,bin_0,0,trial8,brow,8.7713
pp463,dyn,727,bin_0,0,trial8,cheek,13.2969
pp463,dyn,727,bin_1,1,trial8,brow,10.2736
pp463,dyn,727,bin_1,1,trial8,cheek,14.2125
pp463,dyn,727,bin_2,2,trial8,brow,5.1223
pp463,dyn,727,bin_2,2,trial8,cheek,8.1717
pp463,dyn,727,bin_3,3,trial8,brow,4.4498
pp463,dyn,727,bin_3,3,trial8,cheek,4.9087
pp463,dyn,727,bin_4,4,trial8,brow,5.4956
pp463,dyn,727,bin_4,4,trial8,cheek,4.3365
pp463,dyn,727,bin_5,5,trial8,brow,5.945
pp463,dyn,727,bin_5,5,trial8,cheek,3.8915
pp463,dyn,727,bin_6,6,trial8,brow,4.7078
pp463,dyn,727,bin_6,6,trial8,cheek,4.5257
pp463,dyn,828,bin_0,0,trial1,brow,6.857
pp463,dyn,828,bin_0,0,trial1,cheek,6.1566
pp463,dyn,828,bin_1,1,trial1,brow,6.6634
pp463,dyn,828,bin_1,1,trial1,cheek,4.6228
pp463,dyn,828,bin_2,2,trial1,brow,7.2419
pp463,dyn,828,bin_2,2,trial1,cheek,3.6967
pp463,dyn,828,bin_3,3,trial1,brow,7.0952
pp463,dyn,828,bin_3,3,trial1,cheek,3.5277
pp463,dyn,828,bin_4,4,trial1,brow,6.9221
pp463,dyn,828,bin_4,4,trial1,cheek,3.5635
pp463,dyn,828,bin_5,5,trial1,brow,6.9202
pp463,dyn,828,bin_5,5,trial1,cheek,3.3104
pp463,dyn,828,bin_6,6,trial1,brow,7.2632
pp463,dyn,828,bin_6,6,trial1,cheek,3.5725
pp463,dyn,828,bin_0,0,trial2,brow,7.7281
pp463,dyn,828,bin_0,0,trial2,cheek,3.9899
pp463,dyn,828,bin_1,1,trial2,brow,8.6959
pp463,dyn,828,bin_1,1,trial2,cheek,3.7137
pp463,dyn,828,bin_2,2,trial2,brow,9.011
pp463,dyn,828,bin_2,2,trial2,cheek,3.6459
pp463,dyn,828,bin_3,3,trial2,brow,6.6362
pp463,dyn,828,bin_3,3,trial2,cheek,4.073
pp463,dyn,828,bin_4,4,trial2,brow,6.4187
pp463,dyn,828,bin_4,4,trial2,cheek,3.7336
pp463,dyn,828,bin_5,5,trial2,brow,5.5828
pp463,dyn,828,bin_5,5,trial2,cheek,3.8778
pp463,dyn,828,bin_6,6,trial2,brow,6.4665
pp463,dyn,828,bin_6,6,trial2,cheek,5.3942
pp463,dyn,828,bin_0,0,trial3,brow,10.9797
pp463,dyn,828,bin_0,0,trial3,cheek,4.3277
pp463,dyn,828,bin_1,1,trial3,brow,7.9026
pp463,dyn,828,bin_1,1,trial3,cheek,3.859
pp463,dyn,828,bin_2,2,trial3,brow,7.9244
pp463,dyn,828,bin_2,2,trial3,cheek,3.8239
pp463,dyn,828,bin_3,3,trial3,brow,7.9718
pp463,dyn,828,bin_3,3,trial3,cheek,3.6653
pp463,dyn,828,bin_4,4,trial3,brow,5.2687
pp463,dyn,828,bin_4,4,trial3,cheek,3.469
pp463,dyn,828,bin_5,5,trial3,brow,2.0431
pp463,dyn,828,bin_5,5,trial3,cheek,3.68
pp463,dyn,828,bin_6,6,trial3,brow,5.585
pp463,dyn,828,bin_6,6,trial3,cheek,3.5936
pp463,dyn,828,bin_0,0,trial4,brow,7.2794
pp463,dyn,828,bin_0,0,trial4,cheek,3.8917
pp463,dyn,828,bin_1,1,trial4,brow,6.9814
pp463,dyn,828,bin_1,1,trial4,cheek,3.885
pp463,dyn,828,bin_2,2,trial4,brow,7.1968
pp463,dyn,828,bin_2,2,trial4,cheek,3.4624
pp463,dyn,828,bin_3,3,trial4,brow,9.7466
pp463,dyn,828,bin_3,3,trial4,cheek,4.163
pp463,dyn,828,bin_4,4,trial4,brow,7.0454
pp463,dyn,828,bin_4,4,trial4,cheek,4.2298
pp463,dyn,828,bin_5,5,trial4,brow,6.5779
