pp_no,model,emotion,trial,muscle,bin,zdiff
pp453,adult,131,trial4,brow,diff_bin7,-0.13337753480843717
pp453,adult,131,trial4,brow,diff_bin8,-0.6259514482977236
pp453,adult,131,trial4,brow,diff_bin9,0.017083906765151285
pp453,adult,131,trial4,cheek,diff_bin1,-0.45172593777694536
pp453,adult,131,trial4,cheek,diff_bin10,-0.38811503444497353
pp453,adult,131,trial4,cheek,diff_bin2,-0.4147987334569938
pp453,adult,131,trial4,cheek,diff_bin3,-0.4002554851803004
pp453,adult,131,trial4,cheek,diff_bin4,-0.1219103594672385
pp453,adult,131,trial4,cheek,diff_bin5,-0.008725948966015862
pp453,adult,131,trial4,cheek,diff_bin6,-0.49067655055278525
pp453,adult,131,trial4,cheek,diff_bin7,0.019728232444905958
pp453,adult,131,trial4,cheek,diff_bin8,0.1227956006666896
pp453,adult,131,trial4,cheek,diff_bin9,0.18413016948578753
pp453,adult,131,trial5,brow,diff_bin1,0.5816129190873205
pp453,adult,131,trial5,brow,diff_bin10,-0.1132170770368498
pp453,adult,131,trial5,brow,diff_bin2,0.10536282329100699
pp453,adult,131,trial5,brow,diff_bin3,-0.03594135469871873
pp453,adult,131,trial5,brow,diff_bin4,-0.2791336630780644
pp453,adult,131,trial5,brow,diff_bin5,0.8911863397702413
pp453,adult,131,trial5,brow,diff_bin6,0.7941121068377506
pp453,adult,131,trial5,brow,diff_bin7,-0.17974296821131575
pp453,adult,131,trial5,brow,diff_bin8,0.17829517950240492
pp453,adult,131,trial5,brow,diff_bin9,0.3620195666632263
pp453,adult,131,trial5,cheek,diff_bin1,0.9233065710272902
pp453,adult,131,trial5,cheek,diff_bin10,-0.04173279940268587
pp453,adult,131,trial5,cheek,diff_bin2,-0.19007393182495796
pp453,adult,131,trial5,cheek,diff_bin3,1.0574838442583483
pp453,adult,131,trial5,cheek,diff_bin4,0.045906079342953654
pp453,adult,131,trial5,cheek,diff_bin5,-0.29301483701824843
pp453,adult,131,trial5,cheek,diff_bin6,1.735831529094725
pp453,adult,131,trial5,cheek,diff_bin7,2.1879368559571497
pp453,adult,131,trial5,cheek,diff_bin8,0.4847327882136149
pp453,adult,131,trial5,cheek,diff_bin9,-0.04805595082733499
pp453,adult,131,trial6,brow,diff_bin1,-0.06811845875426836
pp453,adult,131,trial6,brow,diff_bin10,0.2822102140845005
pp453,adult,131,trial6,brow,diff_bin2,0.2849610126314316
pp453,adult,131,trial6,brow,diff_bin3,0.5924713344041539
pp453,adult,131,trial6,brow,diff_bin4,0.055305528680404836
pp453,adult,131,trial6,brow,diff_bin5,0.3127223611248023
pp453,adult,131,trial6,brow,diff_bin6,-0.011908062130793984
pp453,adult,131,trial6,brow,diff_bin7,0.15704888019913404
pp453,adult,131,trial6,brow,diff_bin8,0.7122396553488266
pp453,adult,131,trial6,brow,diff_bin9,0.7618264186290324
pp453,adult,131,trial6,cheek,diff_bin1,-0.5604841422809137
pp453,adult,131,trial6,cheek,diff_bin10,0.0438826708870661
pp453,adult,131,trial6,cheek,diff_bin2,0.3446117526433867
pp453,adult,131,trial6,cheek,diff_bin3,-0.5057256509434509
pp453,adult,131,trial6,cheek,diff_bin4,0.12431315700860535
pp453,adult,131,trial6,cheek,diff_bin5,0.25722579995473327
pp453,adult,131,trial6,cheek,diff_bin6,0.33386239522148276
pp453,adult,131,trial6,cheek,diff_bin7,-0.6349708660632825
pp453,adult,131,trial6,cheek,diff_bin8,0.19032685788194403
pp453,adult,131,trial6,cheek,diff_bin9,0.6524227639953144
pp453,adult,131,trial7,brow,diff_bin1,-0.1902394363509214
pp453,adult,131,trial7,brow,diff_bin10,-0.230596546611819
pp453,adult,131,trial7,brow,diff_bin2,0.4779512475292842
pp453,adult,131,trial7,brow,diff_bin3,0.29820827931796845
pp453,adult,131,trial7,brow,diff_bin4,-0.3520298245717393
pp453,adult,131,trial7,brow,diff_bin5,-0.746914194927248
pp453,adult,131,trial7,brow,diff_bin6,-0.16396207128418466
pp453,adult,131,trial7,brow,diff_bin7,-0.6381490681702999
pp453,adult,131,trial7,brow,diff_bin8,-0.2355552229398396
pp453,adult,131,trial7,brow,diff_bin9,-0.07550218116971485
pp453,adult,131,trial7,cheek,diff_bin1,0.10926405661793964
pp453,adult,131,trial7,cheek,diff_bin10,0.567692534905014
pp453,adult,131,trial7,cheek,diff_bin2,0.11191978021629234
pp453,adult,131,trial7,cheek,diff_bin3,-0.5933645296890905
pp453,adult,131,trial7,cheek,diff_bin4,-0.17451897932032046
pp453,adult,131,trial7,cheek,diff_bin5,-0.38002140062142276
pp453,adult,131,trial7,cheek,diff_bin6,0.252293741843507
pp453,adult,131,trial7,cheek,diff_bin7,0.4360445222438153
pp453,adult,131,trial7,cheek,diff_bin8,0.15200856024856924
pp453,adult,131,trial7,cheek,diff_bin9,-0.6295329558380843
pp453,adult,131,trial8,brow,diff_bin1,-0.3951739280972908
pp453,adult,131,trial8,brow,diff_bin10,0.0937443189019953
pp453,adult,131,trial8,brow,diff_bin2,0.3814923247980808
pp453,adult,131,trial8,brow,diff_bin3,-0.2132954715403309
pp453,adult,131,trial8,brow,diff_bin4,-0.3814199353626351
pp453,adult,131,trial8,brow,diff_bin5,-0.03300958256317349
pp453,adult,131,trial8,brow,diff_bin6,0.22860583713706642
pp453,adult,131,trial8,brow,diff_bin7,0.20598413856033015
pp453,adult,131,trial8,brow,diff_bin8,-0.32394272361886345
pp453,adult,131,trial8,brow,diff_bin9,0.2021836931994383
pp453,adult,131,trial8,cheek,diff_bin1,-0.5096460048267335
pp453,adult,131,trial8,cheek,diff_bin10,0.012519839820805068
pp453,adult,131,trial8,cheek,diff_bin2,-0.5740156863296637
pp453,adult,131,trial8,cheek,diff_bin3,0.6940291003695068
pp453,adult,131,trial8,cheek,diff_bin4,-0.26089322778103025
pp453,adult,131,trial8,cheek,diff_bin5,0.0323745352942042
pp453,adult,131,trial8,cheek,diff_bin6,0.3983585397529057
pp453,adult,131,trial8,cheek,diff_bin7,1.0147393406277192
pp453,adult,131,trial8,cheek,diff_bin8,0.5181190277357633
pp453,adult,131,trial8,cheek,diff_bin9,-0.026810162040513452
pp453,adult,232,trial1,brow,diff_bin1,-0.17496526547190905
pp453,adult,232,trial1,brow,diff_bin10,-0.9149662693141067
pp453,adult,232,trial1,brow,diff_bin2,-0.41732509534363116
pp453,adult,232,trial1,brow,diff_bin3,-0.7733001441471534
pp453,adult,232,trial1,brow,diff_bin4,-0.06674305948080284
pp453,adult,232,trial1,brow,diff_bin5,-0.5029979921934469
pp453,adult,232,trial1,brow,diff_bin6,-0.46835964733274826
pp453,adult,232,trial1,brow,diff_bin7,-0.09750856954516451
pp453,adult,232,trial1,brow,diff_bin8,-0.9083064412531153
pp453,adult,232,trial1,brow,diff_bin9,-0.9169569787888594
pp453,adult,232,trial1,cheek,diff_bin1,0.5445498006907976
pp453,adult,232,trial1,cheek,diff_bin10,-0.1441678524820038
pp453,adult,232,trial1,cheek,diff_bin2,0.4713277071933587
pp453,adult,232,trial1,cheek,diff_bin3,0.29010618736290983
pp453,adult,232,trial1,cheek,diff_bin4,-0.2914972806763323
pp453,adult,232,trial1,cheek,diff_bin5,-0.6041138871109939
pp453,adult,232,trial1,cheek,diff_bin6,0.8232743154893389
pp453,adult,232,trial1,cheek,diff_bin7,0.34094432481709025
pp453,adult,232,trial1,cheek,diff_bin8,-0.5617487725658435
pp453,adult,232,trial1,cheek,diff_bin9,-0.11634598621354664
pp453,adult,232,trial2,brow,diff_bin1,-0.48620364317007764
pp453,adult,232,trial2,brow,diff_bin10,-0.8638955226072667
pp453,adult,232,trial2,brow,diff_bin2,0.09642272801348073
pp453,adult,232,trial2,brow,diff_bin3,0.2935029660140073
pp453,adult,232,trial2,brow,diff_bin4,0.4791094784964133
pp453,adult,232,trial2,brow,diff_bin5,0.614332943908712
pp453,adult,232,trial2,brow,diff_bin6,0.19559625457389263
pp453,adult,232,trial2,brow,diff_bin7,-0.19067377296359467
pp453,adult,232,trial2,brow,diff_bin8,-0.3751944439143173
pp453,adult,232,trial2,brow,diff_bin9,-0.09302042454753948
pp453,adult,232,trial2,cheek,diff_bin1,-1.529949718708144
pp453,adult,232,trial2,cheek,diff_bin10,-1.1847056509222922
pp453,adult,232,trial2,cheek,diff_bin2,-0.6734156267251504
pp453,adult,232,trial2,cheek,diff_bin3,-0.6851766883749977
pp453,adult,232,trial2,cheek,diff_bin4,-1.1137598919377274
pp453,adult,232,trial2,cheek,diff_bin5,-1.047872654092882
pp453,adult,232,trial2,cheek,diff_bin6,-1.5456311342412743
pp453,adult,232,trial2,cheek,diff_bin7,-0.875377083228449
pp453,adult,232,trial2,cheek,diff_bin8,-0.9040841906963567
pp453,adult,232,trial2,cheek,diff_bin9,-1.0115777649153948
pp453,adult,232,trial3,brow,diff_bin1,0.5108160512215666
pp453,adult,232,trial3,brow,diff_bin10,-0.03257524595050052
pp453,adult,232,trial3,brow,diff_bin2,0.4282197053781873
pp453,adult,232,trial3,brow,diff_bin3,0.354020534046492
pp453,adult,232,trial3,brow,diff_bin4,0.37685940092956505
pp453,adult,232,trial3,brow,diff_bin5,0.7461903005727921
pp453,adult,232,trial3,brow,diff_bin6,0.2940820814975717
pp453,adult,232,trial3,brow,diff_bin7,0.5108160512215666
pp453,adult,232,trial3,brow,diff_bin8,0.46709283221245035
pp453,adult,232,trial3,brow,diff_bin9,0.5114675561405764
pp453,adult,232,trial3,cheek,diff_bin1,-0.46399285154076575
pp453,adult,232,trial3,cheek,diff_bin10,-0.2827713317103169
pp453,adult,232,trial3,cheek,diff_bin2,-0.5327887390409498
pp453,adult,232,trial3,cheek,diff_bin3,-0.7806562748872026
pp453,adult,232,trial3,cheek,diff_bin4,-0.5349386105253306
pp453,adult,232,trial3,cheek,diff_bin5,0.593996844831555
pp453,adult,232,trial3,cheek,diff_bin6,0.24660290556132242
pp453,adult,232,trial3,cheek,diff_bin7,0.16301084372745864
pp453,adult,232,trial3,cheek,diff_bin8,-0.1386034792283125
pp453,adult,232,trial3,cheek,diff_bin9,-1.107057351427599
pp453,adult,232,trial4,brow,diff_bin1,-0.5118295033178046
pp453,adult,232,trial4,brow,diff_bin10,-0.4144657126435316
pp453,adult,232,trial4,brow,diff_bin2,-0.020956741561488523
pp453,adult,232,trial4,brow,diff_bin3,0.316739974792031
pp453,adult,232,trial4,brow,diff_bin4,-0.21144954093646942
pp453,adult,232,trial4,brow,diff_bin5,-0.35163168267678874
pp453,adult,232,trial4,brow,diff_bin6,-0.5878022158179155
pp453,adult,232,trial4,brow,diff_bin7,-0.6493332359466382
pp453,adult,232,trial4,brow,diff_bin8,-7.962837899012087e-4
pp453,adult,232,trial4,brow,diff_bin9,-0.016432401846141198
pp453,adult,232,trial4,cheek,diff_bin1,0.7074341813897637
pp453,adult,232,trial4,cheek,diff_bin10,-0.3497967368115994
pp453,adult,232,trial4,cheek,diff_bin2,-0.26860747251910233
pp453,adult,232,trial4,cheek,diff_bin3,0.4704424659939076
pp453,adult,232,trial4,cheek,diff_bin4,0.31211075432068924
pp453,adult,232,trial4,cheek,diff_bin5,0.35725805549268497
pp453,adult,232,trial4,cheek,diff_bin6,-0.10344675730726235
pp453,adult,232,trial4,cheek,diff_bin7,-0.3997496330663287
pp453,adult,232,trial4,cheek,diff_bin8,0.2301627118572344
pp453,adult,232,trial4,cheek,diff_bin9,-0.25773165206870563
pp453,adult,232,trial5,brow,diff_bin1,-0.6220424187836637
pp453,adult,232,trial5,brow,diff_bin10,-0.335778396314212
pp453,adult,232,trial5,brow,diff_bin2,-0.2990407578255925
pp453,adult,232,trial5,brow,diff_bin3,-0.5239547337549353
pp453,adult,232,trial5,brow,diff_bin4,-0.35637319069847284
pp453,adult,232,trial5,brow,diff_bin5,-0.06207394089456442
pp453,adult,232,trial5,brow,diff_bin6,-0.6741628123044643
pp453,adult,232,trial5,brow,diff_bin7,-0.6237797652343573
pp453,adult,232,trial5,brow,diff_bin8,-0.1446702867379439
pp453,adult,232,trial5,brow,diff_bin9,-0.498401263042654
pp453,adult,232,trial5,cheek,diff_bin1,0.5062315030574229
pp453,adult,232,trial5,cheek,diff_bin10,0.8832177909950139
pp453,adult,232,trial5,cheek,diff_bin2,1.6136682435705012
pp453,adult,232,trial5,cheek,diff_bin3,3.6726128104648055
pp453,adult,232,trial5,cheek,diff_bin4,NA
pp453,adult,232,trial5,cheek,diff_bin5,2.5216727881501404
pp453,adult,232,trial5,cheek,diff_bin6,2.8144346991114024
pp453,adult,232,trial5,cheek,diff_bin7,1.3461989383078359
pp453,adult,232,trial5,cheek,diff_bin8,2.5532885452733862
pp453,adult,232,trial5,cheek,diff_bin9,2.2284050250749057
pp453,adult,232,trial6,brow,diff_bin1,-0.4949989595767128
pp453,adult,232,trial6,brow,diff_bin10,-0.33983220469916325
pp453,adult,232,trial6,brow,diff_bin2,-0.001773541168416548
pp453,adult,232,trial6,brow,diff_bin3,0.045026228847135696
pp453,adult,232,trial6,brow,diff_bin4,0.2655244492142995
pp453,adult,232,trial6,brow,diff_bin5,-0.19747837989547717
pp453,adult,232,trial6,brow,diff_bin6,-0.04473667110535362
pp453,adult,232,trial6,brow,diff_bin7,-0.2230680453254814
pp453,adult,232,trial6,brow,diff_bin8,-0.27088126743727103
pp453,adult,232,trial6,brow,diff_bin9,-0.5279361527044409
pp453,adult,232,trial6,cheek,diff_bin1,NA
pp453,adult,232,trial6,cheek,diff_bin10,NA
pp453,adult,232,trial6,cheek,diff_bin2,NA
pp453,adult,232,trial6,cheek,diff_bin3,NA
pp453,adult,232,trial6,cheek,diff_bin4,NA
pp453,adult,232,trial6,cheek,diff_bin5,NA
pp453,adult,232,trial6,cheek,diff_bin6,NA
pp453,adult,232,trial6,cheek,diff_bin7,NA
pp453,adult,232,trial6,cheek,diff_bin8,NA
pp453,adult,232,trial6,cheek,diff_bin9,NA
pp453,adult,232,trial7,brow,diff_bin1,-0.5075223319087938
pp453,adult,232,trial7,brow,diff_bin10,-0.45333883947779496
pp453,adult,232,trial7,brow,diff_bin2,-0.14333108218220109
pp453,adult,232,trial7,brow,diff_bin3,0.77025978785844
pp453,adult,232,trial7,brow,diff_bin4,0.4829823132927502
pp453,adult,232,trial7,brow,diff_bin5,-0.07278757734050645
pp453,adult,232,trial7,brow,diff_bin6,0.015708507491685675
pp453,adult,232,trial7,brow,diff_bin7,-0.4288712102971971
pp453,adult,232,trial7,brow,diff_bin8,0.5262350009714701
pp453,adult,232,trial7,brow,diff_bin9,0.04911623194981013
pp453,adult,232,trial7,cheek,diff_bin1,NA
pp453,adult,232,trial7,cheek,diff_bin10,-1.2275766175814147
pp453,adult,232,trial7,cheek,diff_bin2,-0.9623836468316234
pp453,adult,232,trial7,cheek,diff_bin3,-1.0118306909723807
pp453,adult,232,trial7,cheek,diff_bin4,-0.35042905195406393
pp453,adult,232,trial7,cheek,diff_bin5,-0.37926262245046494
pp453,adult,232,trial7,cheek,diff_bin6,-1.1299471595848294
pp453,adult,232,trial7,cheek,diff_bin7,-0.19361489662276124
pp453,adult,232,trial7,cheek,diff_bin8,-0.6019640156266132
pp453,adult,232,trial7,cheek,diff_bin9,-0.4311124641325891
pp453,adult,232,trial8,brow,diff_bin1,2.2450859509084773
pp453,adult,232,trial8,brow,diff_bin10,-0.7365263109408104
pp453,adult,232,trial8,brow,diff_bin2,2.145043751122719
pp453,adult,232,trial8,brow,diff_bin3,0.5868973478748466
pp453,adult,232,trial8,brow,diff_bin4,0.8845989011446959
pp453,adult,232,trial8,brow,diff_bin5,-0.15002710496091515
pp453,adult,232,trial8,brow,diff_bin6,-0.7461541058550695
pp453,adult,232,trial8,brow,diff_bin7,-0.6096638253224733
pp453,adult,232,trial8,brow,diff_bin8,-0.39412428128333016
pp453,adult,232,trial8,brow,diff_bin9,-0.36672487996718706
pp453,adult,232,trial8,cheek,diff_bin1,0.39051783198634027
pp453,adult,232,trial8,cheek,diff_bin10,-0.14075335071269332
pp453,adult,232,trial8,cheek,diff_bin2,0.09282386291385157
pp453,adult,232,trial8,cheek,diff_bin3,-0.2885886310209942
pp453,adult,232,trial8,cheek,diff_bin4,-0.42934198173368754
pp453,adult,232,trial8,cheek,diff_bin5,0.2912443546193463
pp453,adult,232,trial8,cheek,diff_bin6,-0.0010117042279437771
pp453,adult,232,trial8,cheek,diff_bin7,-0.6430644998868339
pp453,adult,232,trial8,cheek,diff_bin8,-0.6067696107093467
pp453,adult,232,trial8,cheek,diff_bin9,-0.6662072341010502
pp453,adult,434,trial1,brow,diff_bin1,0.37019957286857397
pp453,adult,434,trial1,brow,diff_bin10,4.403232189846841
pp453,adult,434,trial1,brow,diff_bin2,0.2754779965880634
pp453,adult,434,trial1,brow,diff_bin3,-0.18770580611032706
pp453,adult,434,trial1,brow,diff_bin4,0.22238034568874832
pp453,adult,434,trial1,brow,diff_bin5,0.43846281049373315
pp453,adult,434,trial1,brow,diff_bin6,0.10659344369358109
pp453,adult,434,trial1,brow,diff_bin7,0.18549792832923728
pp453,adult,434,trial1,brow,diff_bin8,NA
pp453,adult,434,trial1,brow,diff_bin9,2.565915928803182
pp453,adult,434,trial1,cheek,diff_bin1,-0.21195203575424415
pp453,adult,434,trial1,cheek,diff_bin10,-1.0802471893870855
pp453,adult,434,trial1,cheek,diff_bin2,-0.18046274165949044
pp453,adult,434,trial1,cheek,diff_bin3,-0.636109033319719
pp453,adult,434,trial1,cheek,diff_bin4,0.1183693946694353
pp453,adult,434,trial1,cheek,diff_bin5,-0.38002140062142276
pp453,adult,434,trial1,cheek,diff_bin6,0.2940265412461929
pp453,adult,434,trial1,cheek,diff_bin7,0.027442477182978015
pp453,adult,434,trial1,cheek,diff_bin8,-0.5061050400289296
pp453,adult,434,trial1,cheek,diff_bin9,-0.37433056433923817
pp453,adult,434,trial2,brow,diff_bin1,0.074162976613972
pp453,adult,434,trial2,brow,diff_bin10,-0.040900031026739364
pp453,adult,434,trial2,brow,diff_bin2,-0.08480422362446904
pp453,adult,434,trial2,brow,diff_bin3,0.7037338966839735
pp453,adult,434,trial2,brow,diff_bin4,0.35155929324134333
pp453,adult,434,trial2,brow,diff_bin5,0.11795858505853363
pp453,adult,434,trial2,brow,diff_bin6,-0.35116115134639275
pp453,adult,434,trial2,brow,diff_bin7,-0.7150990380489259
pp453,adult,434,trial2,brow,diff_bin8,-0.12436505009546553
pp453,adult,434,trial2,brow,diff_bin9,-0.40443977583432195
pp453,adult,434,trial2,cheek,diff_bin1,-0.3118578282637038
pp453,adult,434,trial2,cheek,diff_bin10,-0.1952589159931707
pp453,adult,434,trial2,cheek,diff_bin2,-0.4777773216465011
pp453,adult,434,trial2,cheek,diff_bin3,-0.11874878375491393
pp453,adult,434,trial2,cheek,diff_bin4,0.22067798472026007
pp453,adult,434,trial2,cheek,diff_bin5,0.7288064332050779
pp453,adult,434,trial2,cheek,diff_bin6,-0.06829003538621276
pp453,adult,434,trial2,cheek,diff_bin7,-0.5440439485768258
pp453,adult,434,trial2,cheek,diff_bin8,0.5523905084573625
pp453,adult,434,trial2,cheek,diff_bin9,0.040594632146248255
pp453,adult,434,trial3,brow,diff_bin1,-0.16370870826012518
pp453,adult,434,trial3,brow,diff_bin10,0.34898946828302635
pp453,adult,434,trial3,brow,diff_bin2,0.1594015368511147
pp453,adult,434,trial3,brow,diff_bin3,0.02873860587188598
pp453,adult,434,trial3,brow,diff_bin4,0.17775225873656314
pp453,adult,434,trial3,brow,diff_bin5,0.5093320677949329
pp453,adult,434,trial3,brow,diff_bin6,-0.38851410003629944
pp453,adult,434,trial3,brow,diff_bin7,NA
pp453,adult,434,trial3,brow,diff_bin8,-0.03590515998099575
pp453,adult,434,trial3,brow,diff_bin9,0.10083848357565967
pp453,adult,434,trial3,cheek,diff_bin1,-0.005564373253691336
pp453,adult,434,trial3,cheek,diff_bin10,-0.6840385211185607
pp453,adult,434,trial3,cheek,diff_bin2,-0.21473422238109008
pp453,adult,434,trial3,cheek,diff_bin3,-0.8696862469462644
pp453,adult,434,trial3,cheek,diff_bin4,0.050838137454180365
pp453,adult,434,trial3,cheek,diff_bin5,0.07524550195332706
pp453,adult,434,trial3,cheek,diff_bin6,-0.32880387408176326
pp453,adult,434,trial3,cheek,diff_bin7,-0.6572283590780478
pp453,adult,434,trial3,cheek,diff_bin8,-0.6755654982095307
pp453,adult,434,trial3,cheek,diff_bin9,-0.44160889549750665
pp453,adult,434,trial4,brow,diff_bin1,-0.6437592494173308
pp453,adult,434,trial4,brow,diff_bin10,-0.22371955024449108
pp453,adult,434,trial4,brow,diff_bin2,0.6918982239886255
pp453,adult,434,trial4,brow,diff_bin3,0.3814199353626355
pp453,adult,434,trial4,brow,diff_bin4,-0.4015080036987766
pp453,adult,434,trial4,brow,diff_bin5,0.5029617974757237
pp453,adult,434,trial4,brow,diff_bin6,0.40700960079263915
pp453,adult,434,trial4,brow,diff_bin7,-0.3091028893525243
pp453,adult,434,trial4,brow,diff_bin8,NA
pp453,adult,434,trial4,brow,diff_bin9,0.2654158650611316
pp453,adult,434,trial4,cheek,diff_bin1,-0.08460376606180753
pp453,adult,434,trial4,cheek,diff_bin10,1.1629540100214988
pp453,adult,434,trial4,cheek,diff_bin2,-0.32121609237218435
pp453,adult,434,trial4,cheek,diff_bin3,-0.4221335891095867
pp453,adult,434,trial4,cheek,diff_bin4,0.19665000930659313
pp453,adult,434,trial4,cheek,diff_bin5,0.38179188302032496
pp453,adult,434,trial4,cheek,diff_bin6,0.14935283665021654
pp453,adult,434,trial4,cheek,diff_bin7,0.6305446600660282
pp453,adult,434,trial4,cheek,diff_bin8,-2.845291678063691
pp453,adult,434,trial4,cheek,diff_bin9,-0.17869225926058885
pp453,adult,434,trial5,brow,diff_bin1,-0.9584361252991629
pp453,adult,434,trial5,brow,diff_bin10,-0.2894491576290561
pp453,adult,434,trial5,brow,diff_bin2,-0.09758095898060937
pp453,adult,434,trial5,brow,diff_bin3,1.1923625859414773
pp453,adult,434,trial5,brow,diff_bin4,0.6249741909192088
pp453,adult,434,trial5,brow,diff_bin5,-1.0514565498467026
pp453,adult,434,trial5,brow,diff_bin6,-0.09207936188674726
pp453,adult,434,trial5,brow,diff_bin7,0.012993903662477102
pp453,adult,434,trial5,brow,diff_bin8,-0.827664610166766
pp453,adult,434,trial5,brow,diff_bin9,-0.26110869365212075
pp453,adult,434,trial5,cheek,diff_bin1,-0.1212780443247734
pp453,adult,434,trial5,cheek,diff_bin10,0.26367541440787556
pp453,adult,434,trial5,cheek,diff_bin2,-0.4342740398449137
pp453,adult,434,trial5,cheek,diff_bin3,-0.28087438628292155
pp453,adult,434,trial5,cheek,diff_bin4,0.014543248276693177
pp453,adult,434,trial5,cheek,diff_bin5,0.8388292679939758
pp453,adult,434,trial5,cheek,diff_bin6,1.0032312050348575
pp453,adult,434,trial5,cheek,diff_bin7,-0.019475306387919944
pp453,adult,434,trial5,cheek,diff_bin8,-0.0250396796416113
pp453,adult,434,trial5,cheek,diff_bin9,0.12241621158121038
pp453,adult,434,trial6,brow,diff_bin1,-1.1939551535212798
pp453,adult,434,trial6,brow,diff_bin10,-0.5258006643587969
pp453,adult,434,trial6,brow,diff_bin2,-1.1049161479232454
pp453,adult,434,trial6,brow,diff_bin3,-0.13424620803378406
pp453,adult,434,trial6,brow,diff_bin4,-0.3098629784247029
pp453,adult,434,trial6,brow,diff_bin5,-0.7976229944568598
pp453,adult,434,trial6,brow,diff_bin6,-0.5998188621018778
pp453,adult,434,trial6,brow,diff_bin7,-1.1617418547480072
pp453,adult,434,trial6,brow,diff_bin8,-1.3010553232629798
pp453,adult,434,trial6,brow,diff_bin9,-0.8379439100000352
pp453,adult,434,trial6,cheek,diff_bin1,-0.33854152727572345
pp453,adult,434,trial6,cheek,diff_bin10,-0.4690513726804852
pp453,adult,434,trial6,cheek,diff_bin2,-0.8690539318037999
pp453,adult,434,trial6,cheek,diff_bin3,-0.10686125907657344
pp453,adult,434,trial6,cheek,diff_bin4,-0.4159369007134313
pp453,adult,434,trial6,cheek,diff_bin5,-0.5105312460261845
pp453,adult,434,trial6,cheek,diff_bin6,-0.8093633823551103
pp453,adult,434,trial6,cheek,diff_bin7,-0.37003082137047716
pp453,adult,434,trial6,cheek,diff_bin8,-0.3580168336636434
pp453,adult,434,trial6,cheek,diff_bin9,NA
pp453,adult,434,trial7,brow,diff_bin1,0.3759907277042185
pp453,adult,434,trial7,brow,diff_bin10,-0.5408938616491948
pp453,adult,434,trial7,brow,diff_bin2,0.7068104476904098
pp453,adult,434,trial7,brow,diff_bin3,-0.31822395821866434
pp453,adult,434,trial7,brow,diff_bin4,-0.7642876594341812
pp453,adult,434,trial7,brow,diff_bin5,-0.3668334641203558
pp453,adult,434,trial7,brow,diff_bin6,-0.021753025351389788
pp453,adult,434,trial7,brow,diff_bin7,-0.9372622154313375
pp453,adult,434,trial7,brow,diff_bin8,-0.8315012502453802
pp453,adult,434,trial7,brow,diff_bin9,-1.01207669696432
pp453,adult,434,trial7,cheek,diff_bin1,-0.5241892531034266
pp453,adult,434,trial7,cheek,diff_bin10,0.21966628049231685
pp453,adult,434,trial7,cheek,diff_bin2,-0.7358883628006854
pp453,adult,434,trial7,cheek,diff_bin3,0.2539377612139159
pp453,adult,434,trial7,cheek,diff_bin4,NA
pp453,adult,434,trial7,cheek,diff_bin5,-0.49535568260702556
pp453,adult,434,trial7,cheek,diff_bin6,0.8910584987615793
pp453,adult,434,trial7,cheek,diff_bin7,0.4271921102493067
pp453,adult,434,trial7,cheek,diff_bin8,0.8063282696712785
pp453,adult,434,trial7,cheek,diff_bin9,0.10230859005082588
pp453,adult,434,trial8,brow,diff_bin1,0.35937735226946366
pp453,adult,434,trial8,brow,diff_bin10,0.1250527497321987
pp453,adult,434,trial8,brow,diff_bin2,0.49659152715651556
pp453,adult,434,trial8,brow,diff_bin3,0.8362427582670646
pp453,adult,434,trial8,brow,diff_bin4,1.8718098270334673
pp453,adult,434,trial8,brow,diff_bin5,0.29730341137489913
pp453,adult,434,trial8,brow,diff_bin6,-1.4142362055821067
pp453,adult,434,trial8,brow,diff_bin7,-0.2098931680743893
pp453,adult,434,trial8,brow,diff_bin8,-1.1702476134128597
pp453,adult,434,trial8,brow,diff_bin9,-0.43553103835818774
pp453,adult,434,trial8,cheek,diff_bin1,-0.513060506596044
pp453,adult,434,trial8,cheek,diff_bin10,-0.3949440379835952
pp453,adult,434,trial8,cheek,diff_bin2,-0.07221038926949518
pp453,adult,434,trial8,cheek,diff_bin3,0.11116100204533448
pp453,adult,434,trial8,cheek,diff_bin4,0.09712360588261318
pp453,adult,434,trial8,cheek,diff_bin5,2.9431740621172624
pp453,adult,434,trial8,cheek,diff_bin6,3.07140757300915
pp453,adult,434,trial8,cheek,diff_bin7,0.8170776270931819
pp453,adult,434,trial8,cheek,diff_bin8,0.4543816613752982
pp453,adult,434,trial8,cheek,diff_bin9,0.6980759172812825
pp453,adult,535,trial1,brow,diff_bin1,-0.6134280759656424
pp453,adult,535,trial1,brow,diff_bin10,-1.054496906135416
pp453,adult,535,trial1,brow,diff_bin2,-0.08266873527882498
pp453,adult,535,trial1,brow,diff_bin3,-0.3746153284307529
pp453,adult,535,trial1,brow,diff_bin4,0.09899255297179808
pp453,adult,535,trial1,brow,diff_bin5,0.03579657582782733
pp453,adult,535,trial1,brow,diff_bin6,0.5006091408237432
pp453,adult,535,trial1,brow,diff_bin7,-0.09157263583862851
pp453,adult,535,trial1,brow,diff_bin8,-0.5659768010310804
pp453,adult,535,trial1,brow,diff_bin9,-0.8338539068973607
pp453,adult,535,trial1,cheek,diff_bin1,-0.6024698677405851
pp453,adult,535,trial1,cheek,diff_bin10,0.12570425032202823
pp453,adult,535,trial1,cheek,diff_bin2,-0.17439251629182725
