pp_no,muscle,condition,trial,bin,bin_no,rms
pp608,brow,429,trial5,bin_16,16,10.1747
pp608,brow,429,trial5,bin_17,17,10.4192
pp608,brow,429,trial5,bin_18,18,10.3944
pp608,brow,429,trial5,bin_19,19,12.6173
pp608,brow,429,trial5,bin_20,20,17.1881
pp608,brow,429,trial6,bin_0,0,12.5981
pp608,brow,429,trial6,bin_1,1,11.2699
pp608,brow,429,trial6,bin_2,2,9.6813
pp608,brow,429,trial6,bin_3,3,11.6521
pp608,brow,429,trial6,bin_4,4,9.4703
pp608,brow,429,trial6,bin_5,5,10.0229
pp608,brow,429,trial6,bin_6,6,13.3305
pp608,brow,429,trial6,bin_7,7,9.1625
pp608,brow,429,trial6,bin_8,8,10.423400000000001
pp608,brow,429,trial6,bin_9,9,11.356
pp608,brow,429,trial6,bin_10,10,13.0717
pp608,brow,429,trial6,bin_11,11,14.274
pp608,brow,429,trial6,bin_12,12,11.9321
pp608,brow,429,trial6,bin_13,13,14.2085
pp608,brow,429,trial6,bin_14,14,12.7154
pp608,brow,429,trial6,bin_15,15,10.4808
pp608,brow,429,trial6,bin_16,16,10.6183
pp608,brow,429,trial6,bin_17,17,11.9633
pp608,brow,429,trial6,bin_18,18,10.3878
pp608,brow,429,trial6,bin_19,19,12.4296
pp608,brow,429,trial6,bin_20,20,9.6502
pp608,brow,429,trial7,bin_0,0,10.5815
pp608,brow,429,trial7,bin_1,1,11.5696
pp608,brow,429,trial7,bin_2,2,9.4432
pp608,brow,429,trial7,bin_3,3,11.9357
pp608,brow,429,trial7,bin_4,4,9.858
pp608,brow,429,trial7,bin_5,5,12.0127
pp608,brow,429,trial7,bin_6,6,12.1186
pp608,brow,429,trial7,bin_7,7,12.0046
pp608,brow,429,trial7,bin_8,8,11.3672
pp608,brow,429,trial7,bin_9,9,18.1686
pp608,brow,429,trial7,bin_10,10,8.8488
pp608,brow,429,trial7,bin_11,11,11.4087
pp608,brow,429,trial7,bin_12,12,13.4803
pp608,brow,429,trial7,bin_13,13,10.993
pp608,brow,429,trial7,bin_14,14,14.2672
pp608,brow,429,trial7,bin_15,15,9.3883
pp608,brow,429,trial7,bin_16,16,14.2466
pp608,brow,429,trial7,bin_17,17,11.6246
pp608,brow,429,trial7,bin_18,18,14.098
pp608,brow,429,trial7,bin_19,19,17.1961
pp608,brow,429,trial7,bin_20,20,18.9803
pp608,brow,429,trial8,bin_0,0,9.6956
pp608,brow,429,trial8,bin_1,1,11.1038
pp608,brow,429,trial8,bin_2,2,10.7819
pp608,brow,429,trial8,bin_3,3,10.4449
pp608,brow,429,trial8,bin_4,4,17.7962
pp608,brow,429,trial8,bin_5,5,7.7329
pp608,brow,429,trial8,bin_6,6,9.6539
pp608,brow,429,trial8,bin_7,7,9.6266
pp608,brow,429,trial8,bin_8,8,7.29
pp608,brow,429,trial8,bin_9,9,9.2552
pp608,brow,429,trial8,bin_10,10,9.4751
pp608,brow,429,trial8,bin_11,11,10.1845
pp608,brow,429,trial8,bin_12,12,10.821
pp608,brow,429,trial8,bin_13,13,11.4535
pp608,brow,429,trial8,bin_14,14,10.3543
pp608,brow,429,trial8,bin_15,15,11.2565
pp608,brow,429,trial8,bin_16,16,14.2678
pp608,brow,429,trial8,bin_17,17,10.7177
pp608,brow,429,trial8,bin_18,18,9.6624
pp608,brow,429,trial8,bin_19,19,10.5786
pp608,brow,429,trial8,bin_20,20,13.1976
pp608,brow,673,trial1,bin_0,0,7.5495
pp608,brow,673,trial1,bin_1,1,8.1995
pp608,brow,673,trial1,bin_2,2,8.9278
pp608,brow,673,trial1,bin_3,3,12.1945
pp608,brow,673,trial1,bin_4,4,8.9206
pp608,brow,673,trial1,bin_5,5,12.4814
pp608,brow,673,trial1,bin_6,6,8.475
pp608,brow,673,trial1,bin_7,7,9.3334
pp608,brow,673,trial1,bin_8,8,13.0622
pp608,brow,673,trial1,bin_9,9,11.8561
pp608,brow,673,trial1,bin_10,10,8.612
pp608,brow,673,trial1,bin_11,11,7.907
pp608,brow,673,trial1,bin_12,12,8.8784
pp608,brow,673,trial1,bin_13,13,7.5437
pp608,brow,673,trial1,bin_14,14,8.9418
pp608,brow,673,trial1,bin_15,15,7.9472
pp608,brow,673,trial1,bin_16,16,9.4672
pp608,brow,673,trial1,bin_17,17,8.2463
pp608,brow,673,trial1,bin_18,18,7.9557
pp608,brow,673,trial1,bin_19,19,8.8597
pp608,brow,673,trial1,bin_20,20,10.6359
pp608,brow,673,trial2,bin_0,0,8.3853
pp608,brow,673,trial2,bin_1,1,8.8189
pp608,brow,673,trial2,bin_2,2,8.9432
pp608,brow,673,trial2,bin_3,3,7.327
pp608,brow,673,trial2,bin_4,4,8.9446
pp608,brow,673,trial2,bin_5,5,8.9635
pp608,brow,673,trial2,bin_6,6,8.7344
pp608,brow,673,trial2,bin_7,7,7.9923
pp608,brow,673,trial2,bin_8,8,8.6748
pp608,brow,673,trial2,bin_9,9,5.673
pp608,brow,673,trial2,bin_10,10,10.038
pp608,brow,673,trial2,bin_11,11,7.0806
pp608,brow,673,trial2,bin_12,12,7.2151
pp608,brow,673,trial2,bin_13,13,5.9108
pp608,brow,673,trial2,bin_14,14,5.9441
pp608,brow,673,trial2,bin_15,15,8.0101
pp608,brow,673,trial2,bin_16,16,9.6921
pp608,brow,673,trial2,bin_17,17,6.8793
pp608,brow,673,trial2,bin_18,18,7.517
pp608,brow,673,trial2,bin_19,19,7.7476
pp608,brow,673,trial2,bin_20,20,6.591
pp608,brow,673,trial3,bin_0,0,7.1583
pp608,brow,673,trial3,bin_1,1,6.8797
pp608,brow,673,trial3,bin_2,2,9.3269
pp608,brow,673,trial3,bin_3,3,8.0208
pp608,brow,673,trial3,bin_4,4,5.8337
pp608,brow,673,trial3,bin_5,5,9.3863
pp608,brow,673,trial3,bin_6,6,8.8804
pp608,brow,673,trial3,bin_7,7,7.2371
pp608,brow,673,trial3,bin_8,8,7.9957
pp608,brow,673,trial3,bin_9,9,10.1774
pp608,brow,673,trial3,bin_10,10,18.4177
pp608,brow,673,trial3,bin_11,11,35.3922
pp608,brow,673,trial3,bin_12,12,18.0042
pp608,brow,673,trial3,bin_13,13,10.0865
pp608,brow,673,trial3,bin_14,14,7.9534
pp608,brow,673,trial3,bin_15,15,9.4826
pp608,brow,673,trial3,bin_16,16,8.9828
pp608,brow,673,trial3,bin_17,17,8.6306
pp608,brow,673,trial3,bin_18,18,9.0086
pp608,brow,673,trial3,bin_19,19,8.9243
pp608,brow,673,trial3,bin_20,20,12.0344
pp608,brow,673,trial4,bin_0,0,8.5827
pp608,brow,673,trial4,bin_1,1,7.4024
pp608,brow,673,trial4,bin_2,2,8.034
pp608,brow,673,trial4,bin_3,3,9.301
pp608,brow,673,trial4,bin_4,4,6.7424
pp608,brow,673,trial4,bin_5,5,5.5138
pp608,brow,673,trial4,bin_6,6,9.279
pp608,brow,673,trial4,bin_7,7,8.12
pp608,brow,673,trial4,bin_8,8,9.2614
pp608,brow,673,trial4,bin_9,9,9.1253
pp608,brow,673,trial4,bin_10,10,8.8777
pp608,brow,673,trial4,bin_11,11,10.0036
pp608,brow,673,trial4,bin_12,12,9.2968
pp608,brow,673,trial4,bin_13,13,8.8674
pp608,brow,673,trial4,bin_14,14,10.9063
pp608,brow,673,trial4,bin_15,15,9.1706
pp608,brow,673,trial4,bin_16,16,8.2944
pp608,brow,673,trial4,bin_17,17,8.8879
pp608,brow,673,trial4,bin_18,18,9.3102
pp608,brow,673,trial4,bin_19,19,7.862
pp608,brow,673,trial4,bin_20,20,6.3664
pp608,brow,673,trial5,bin_0,0,8.6325
pp608,brow,673,trial5,bin_1,1,8.9729
pp608,brow,673,trial5,bin_2,2,6.5886
pp608,brow,673,trial5,bin_3,3,12.7606
pp608,brow,673,trial5,bin_4,4,9.3387
pp608,brow,673,trial5,bin_5,5,9.5929
pp608,brow,673,trial5,bin_6,6,8.7676
pp608,brow,673,trial5,bin_7,7,7.9101
pp608,brow,673,trial5,bin_8,8,11.539
pp608,brow,673,trial5,bin_9,9,12.781
pp608,brow,673,trial5,bin_10,10,5.6936
pp608,brow,673,trial5,bin_11,11,7.253
pp608,brow,673,trial5,bin_12,12,8.5251
pp608,brow,673,trial5,bin_13,13,9.1499
pp608,brow,673,trial5,bin_14,14,7.9209
pp608,brow,673,trial5,bin_15,15,9.2166
pp608,brow,673,trial5,bin_16,16,7.4089
pp608,brow,673,trial5,bin_17,17,9.6843
pp608,brow,673,trial5,bin_18,18,10.2741
pp608,brow,673,trial5,bin_19,19,8.6922
pp608,brow,673,trial5,bin_20,20,7.4952
pp608,brow,673,trial6,bin_0,0,9.2413
pp608,brow,673,trial6,bin_1,1,9.7898
pp608,brow,673,trial6,bin_2,2,8.1986
pp608,brow,673,trial6,bin_3,3,7.6663
pp608,brow,673,trial6,bin_4,4,7.3927
pp608,brow,673,trial6,bin_5,5,9.2171
pp608,brow,673,trial6,bin_6,6,8.3424
pp608,brow,673,trial6,bin_7,7,9.1288
pp608,brow,673,trial6,bin_8,8,8.6677
pp608,brow,673,trial6,bin_9,9,8.4489
pp608,brow,673,trial6,bin_10,10,10.2031
pp608,brow,673,trial6,bin_11,11,7.2963
pp608,brow,673,trial6,bin_12,12,9.9636
pp608,brow,673,trial6,bin_13,13,8.2754
pp608,brow,673,trial6,bin_14,14,8.6242
pp608,brow,673,trial6,bin_15,15,9.6723
pp608,brow,673,trial6,bin_16,16,9.4343
pp608,brow,673,trial6,bin_17,17,11.5898
pp608,brow,673,trial6,bin_18,18,10.4165
pp608,brow,673,trial6,bin_19,19,9.3925
pp608,brow,673,trial6,bin_20,20,8.8332
pp608,brow,673,trial7,bin_0,0,9.5053
pp608,brow,673,trial7,bin_1,1,7.6886
pp608,brow,673,trial7,bin_2,2,11.3297
pp608,brow,673,trial7,bin_3,3,10.8713
pp608,brow,673,trial7,bin_4,4,7.9327
pp608,brow,673,trial7,bin_5,5,7.1325
pp608,brow,673,trial7,bin_6,6,7.9737
pp608,brow,673,trial7,bin_7,7,10.0507
pp608,brow,673,trial7,bin_8,8,8.6686
pp608,brow,673,trial7,bin_9,9,9.4002
pp608,brow,673,trial7,bin_10,10,10.645
pp608,brow,673,trial7,bin_11,11,10.3591
pp608,brow,673,trial7,bin_12,12,11.2665
pp608,brow,673,trial7,bin_13,13,8.3136
pp608,brow,673,trial7,bin_14,14,8.9894
pp608,brow,673,trial7,bin_15,15,9.2673
pp608,brow,673,trial7,bin_16,16,9.1358
pp608,brow,673,trial7,bin_17,17,9.2591
pp608,brow,673,trial7,bin_18,18,9.6795
pp608,brow,673,trial7,bin_19,19,9.8733
pp608,brow,673,trial7,bin_20,20,7.6967
pp608,brow,673,trial8,bin_0,0,8.0683
pp608,brow,673,trial8,bin_1,1,6.582
pp608,brow,673,trial8,bin_2,2,7.179
pp608,brow,673,trial8,bin_3,3,6.8571
pp608,brow,673,trial8,bin_4,4,6.0327
pp608,brow,673,trial8,bin_5,5,6.7426
pp608,brow,673,trial8,bin_6,6,7.0168
pp608,brow,673,trial8,bin_7,7,8.2681
pp608,brow,673,trial8,bin_8,8,6.209
pp608,brow,673,trial8,bin_9,9,5.2231
pp608,brow,673,trial8,bin_10,10,7.5044
pp608,brow,673,trial8,bin_11,11,5.0343
pp608,brow,673,trial8,bin_12,12,8.6747
pp608,brow,673,trial8,bin_13,13,7.4698
pp608,brow,673,trial8,bin_14,14,6.4793
pp608,brow,673,trial8,bin_15,15,7.0418
pp608,brow,673,trial8,bin_16,16,7.7366
pp608,brow,673,trial8,bin_17,17,7.5886
pp608,brow,673,trial8,bin_18,18,8.7687
pp608,brow,673,trial8,bin_19,19,6.8273
pp608,brow,673,trial8,bin_20,20,7.9229
pp608,brow,913,trial1,bin_0,0,11.0107
pp608,brow,913,trial1,bin_1,1,14.3907
pp608,brow,913,trial1,bin_2,2,10.7363
pp608,brow,913,trial1,bin_3,3,14.1955
pp608,brow,913,trial1,bin_4,4,10.345
pp608,brow,913,trial1,bin_5,5,8.789
pp608,brow,913,trial1,bin_6,6,9.8772
pp608,brow,913,trial1,bin_7,7,12.6773
pp608,brow,913,trial1,bin_8,8,12.5613
pp608,brow,913,trial1,bin_9,9,12.9985
pp608,brow,913,trial1,bin_10,10,9.0569
pp608,brow,913,trial1,bin_11,11,6.5411
pp608,brow,913,trial1,bin_12,12,9.7628
pp608,brow,913,trial1,bin_13,13,7.7438
pp608,brow,913,trial1,bin_14,14,11.2894
pp608,brow,913,trial1,bin_15,15,9.9272
pp608,brow,913,trial1,bin_16,16,10.3537
pp608,brow,913,trial1,bin_17,17,9.1691
pp608,brow,913,trial1,bin_18,18,10.2353
pp608,brow,913,trial1,bin_19,19,12.1521
pp608,brow,913,trial1,bin_20,20,7.5958
pp608,brow,913,trial2,bin_0,0,10.8827
pp608,brow,913,trial2,bin_1,1,13.8669
pp608,brow,913,trial2,bin_2,2,13.0315
pp608,brow,913,trial2,bin_3,3,7.7953
pp608,brow,913,trial2,bin_4,4,9.6089
pp608,brow,913,trial2,bin_5,5,10.9182
pp608,brow,913,trial2,bin_6,6,13.3716
pp608,brow,913,trial2,bin_7,7,12.2185
pp608,brow,913,trial2,bin_8,8,11.2304
pp608,brow,913,trial2,bin_9,9,9.4601
pp608,brow,913,trial2,bin_10,10,12.2868
pp608,brow,913,trial2,bin_11,11,8.8761
pp608,brow,913,trial2,bin_12,12,9.0496
pp608,brow,913,trial2,bin_13,13,11.3461
pp608,brow,913,trial2,bin_14,14,11.1702
pp608,brow,913,trial2,bin_15,15,12.581
pp608,brow,913,trial2,bin_16,16,10.7416
pp608,brow,913,trial2,bin_17,17,9.7794
pp608,brow,913,trial2,bin_18,18,8.924
pp608,brow,913,trial2,bin_19,19,10.7023
pp608,brow,913,trial2,bin_20,20,11.8971
pp608,brow,913,trial3,bin_0,0,12.1447
pp608,brow,913,trial3,bin_1,1,16.0379
pp608,brow,913,trial3,bin_2,2,11.0308
pp608,brow,913,trial3,bin_3,3,12.6637
pp608,brow,913,trial3,bin_4,4,8.4976
pp608,brow,913,trial3,bin_5,5,11.3879
pp608,brow,913,trial3,bin_6,6,13.1004
pp608,brow,913,trial3,bin_7,7,15.4386
pp608,brow,913,trial3,bin_8,8,16.6871
pp608,brow,913,trial3,bin_9,9,13.2095
pp608,brow,913,trial3,bin_10,10,11.4282
pp608,brow,913,trial3,bin_11,11,9.319
pp608,brow,913,trial3,bin_12,12,11.3121
pp608,brow,913,trial3,bin_13,13,11.4278
pp608,brow,913,trial3,bin_14,14,13.1844
pp608,brow,913,trial3,bin_15,15,13.3453
pp608,brow,913,trial3,bin_16,16,13.7364
pp608,brow,913,trial3,bin_17,17,8.7752
pp608,brow,913,trial3,bin_18,18,9.4917
pp608,brow,913,trial3,bin_19,19,13.2737
pp608,brow,913,trial3,bin_20,20,11.9461
pp608,brow,913,trial4,bin_0,0,10.3003
pp608,brow,913,trial4,bin_1,1,11.6375
pp608,brow,913,trial4,bin_2,2,9.8817
pp608,brow,913,trial4,bin_3,3,10.5742
pp608,brow,913,trial4,bin_4,4,11.456
pp608,brow,913,trial4,bin_5,5,10.4595
pp608,brow,913,trial4,bin_6,6,10.154
pp608,brow,913,trial4,bin_7,7,9.4646
pp608,brow,913,trial4,bin_8,8,9.3901
pp608,brow,913,trial4,bin_9,9,11.5509
pp608,brow,913,trial4,bin_10,10,7.834
pp608,brow,913,trial4,bin_11,11,11.7675
pp608,brow,913,trial4,bin_12,12,10.83
pp608,brow,913,trial4,bin_13,13,14.4495
pp608,brow,913,trial4,bin_14,14,12.6639
pp608,brow,913,trial4,bin_15,15,13.31
pp608,brow,913,trial4,bin_16,16,13.617
pp608,brow,913,trial4,bin_17,17,10.2276
pp608,brow,913,trial4,bin_18,18,10.6143
pp608,brow,913,trial4,bin_19,19,12.9263
pp608,brow,913,trial4,bin_20,20,11.5706
pp608,brow,913,trial5,bin_0,0,10.5982
pp608,brow,913,trial5,bin_1,1,11.374
pp608,brow,913,trial5,bin_2,2,11.2835
pp608,brow,913,trial5,bin_3,3,9.7061
pp608,brow,913,trial5,bin_4,4,12.508
pp608,brow,913,trial5,bin_5,5,11.6157
pp608,brow,913,trial5,bin_6,6,10.215
pp608,brow,913,trial5,bin_7,7,9.0321
pp608,brow,913,trial5,bin_8,8,11.7982
pp608,brow,913,trial5,bin_9,9,14.3427
pp608,brow,913,trial5,bin_10,10,13.5989
pp608,brow,913,trial5,bin_11,11,17.0754
pp608,brow,913,trial5,bin_12,12,14.4543
pp608,brow,913,trial5,bin_13,13,11.1983
pp608,brow,913,trial5,bin_14,14,11.0137
pp608,brow,913,trial5,bin_15,15,10.1522
pp608,brow,913,trial5,bin_16,16,13.2376
pp608,brow,913,trial5,bin_17,17,13.371
pp608,brow,913,trial5,bin_18,18,9.1324
pp608,brow,913,trial5,bin_19,19,14.8779
pp608,brow,913,trial5,bin_20,20,13.0067
pp608,brow,913,trial6,bin_0,0,12.7563
pp608,brow,913,trial6,bin_1,1,12.7569
pp608,brow,913,trial6,bin_2,2,11.3774
pp608,brow,913,trial6,bin_3,3,9.4709
pp608,brow,913,trial6,bin_4,4,9.5519
pp608,brow,913,trial6,bin_5,5,11.7052
pp608,brow,913,trial6,bin_6,6,9.3274
pp608,brow,913,trial6,bin_7,7,10.2995
pp608,brow,913,trial6,bin_8,8,10.9806
pp608,brow,913,trial6,bin_9,9,10.948
pp608,brow,913,trial6,bin_10,10,11.1513
pp608,brow,913,trial6,bin_11,11,10.2334
pp608,brow,913,trial6,bin_12,12,10.073
pp608,brow,913,trial6,bin_13,13,13.110900000000001
pp608,brow,913,trial6,bin_14,14,11.3187
pp608,brow,913,trial6,bin_15,15,9.2442
pp608,brow,913,trial6,bin_16,16,11.5259
pp608,brow,913,trial6,bin_17,17,12.2721
pp608,brow,913,trial6,bin_18,18,9.9448
pp608,brow,913,trial6,bin_19,19,12.5915
pp608,brow,913,trial6,bin_20,20,9.6633
pp608,brow,913,trial7,bin_0,0,10.8312
pp608,brow,913,trial7,bin_1,1,9.8028
pp608,brow,913,trial7,bin_2,2,12.8395
pp608,brow,913,trial7,bin_3,3,9.1372
pp608,brow,913,trial7,bin_4,4,11.2659
pp608,brow,913,trial7,bin_5,5,14.6558
pp608,brow,913,trial7,bin_6,6,11.3074
pp608,brow,913,trial7,bin_7,7,13.5024
pp608,brow,913,trial7,bin_8,8,13.1282
pp608,brow,913,trial7,bin_9,9,12.2172
pp608,brow,913,trial7,bin_10,10,9.76
pp608,brow,913,trial7,bin_11,11,10.0562
pp608,brow,913,trial7,bin_12,12,11.9805
pp608,brow,913,trial7,bin_13,13,11.7593
pp608,brow,913,trial7,bin_14,14,12.2396
pp608,brow,913,trial7,bin_15,15,10.9157
pp608,brow,913,trial7,bin_16,16,11.4571
pp608,brow,913,trial7,bin_17,17,9.874
pp608,brow,913,trial7,bin_18,18,9.5222
pp608,brow,913,trial7,bin_19,19,10.6827
pp608,brow,913,trial7,bin_20,20,10.4773
pp608,brow,913,trial8,bin_0,0,10.8939
pp608,brow,913,trial8,bin_1,1,9.982
pp608,brow,913,trial8,bin_2,2,12.8184
pp608,brow,913,trial8,bin_3,3,9.3699
pp608,brow,913,trial8,bin_4,4,11.526
pp608,brow,913,trial8,bin_5,5,10.324
pp608,brow,913,trial8,bin_6,6,9.7
pp608,brow,913,trial8,bin_7,7,12.1733
pp608,brow,913,trial8,bin_8,8,10.7175
pp608,brow,913,trial8,bin_9,9,12.8584
pp608,brow,913,trial8,bin_10,10,11.3089
pp608,brow,913,trial8,bin_11,11,12.1599
pp608,brow,913,trial8,bin_12,12,11.6625
pp608,brow,913,trial8,bin_13,13,10.0834
pp608,brow,913,trial8,bin_14,14,8.07
pp608,brow,913,trial8,bin_15,15,7.3983
pp608,brow,913,trial8,bin_16,16,10.3144
pp608,brow,913,trial8,bin_17,17,9.5733
pp608,brow,913,trial8,bin_18,18,11.616
pp608,brow,913,trial8,bin_19,19,9.5963
pp608,brow,913,trial8,bin_20,20,13.6328
pp608,cheek,285,trial1,bin_0,0,7.3642
pp608,cheek,285,trial1,bin_1,1,6.5224
pp608,cheek,285,trial1,bin_2,2,4.7843
pp608,cheek,285,trial1,bin_3,3,6.6844
pp608,cheek,285,trial1,bin_4,4,3.7947
pp608,cheek,285,trial1,bin_5,5,8.0047
pp608,cheek,285,trial1,bin_6,6,7.6362
pp608,cheek,285,trial1,bin_7,7,5.4496
pp608,cheek,285,trial1,bin_8,8,5.0256
pp608,cheek,285,trial1,bin_9,9,7.8928
pp608,cheek,285,trial1,bin_10,10,4.3953
pp608,cheek,285,trial1,bin_11,11,9.6598
pp608,cheek,285,trial1,bin_12,12,10.4918
pp608,cheek,285,trial1,bin_13,13,5.7119
pp608,cheek,285,trial1,bin_14,14,4.5415
pp608,cheek,285,trial1,bin_15,15,3.8842
pp608,cheek,285,trial1,bin_16,16,5.0781
pp608,cheek,285,trial1,bin_17,17,8.1266
pp608,cheek,285,trial1,bin_18,18,7.7777
pp608,cheek,285,trial1,bin_19,19,5.4543
pp608,cheek,285,trial1,bin_20,20,5.2655
pp608,cheek,285,trial2,bin_0,0,6.7337
pp608,cheek,285,trial2,bin_1,1,6.7969
pp608,cheek,285,trial2,bin_2,2,5.4695
pp608,cheek,285,trial2,bin_3,3,6.868
pp608,cheek,285,trial2,bin_4,4,6.8111
pp608,cheek,285,trial2,bin_5,5,7.0665
pp608,cheek,285,trial2,bin_6,6,14.0048
pp608,cheek,285,trial2,bin_7,7,23.4992
pp608,cheek,285,trial2,bin_8,8,18.7299
pp608,cheek,285,trial2,bin_9,9,12.7673
pp608,cheek,285,trial2,bin_10,10,18.7577
pp608,cheek,285,trial2,bin_11,11,12.567
pp608,cheek,285,trial2,bin_12,12,15.884
pp608,cheek,285,trial2,bin_13,13,6.6411
pp608,cheek,285,trial2,bin_14,14,4.524
pp608,cheek,285,trial2,bin_15,15,12.4606
pp608,cheek,285,trial2,bin_16,16,6.7509
pp608,cheek,285,trial2,bin_17,17,6.4514
pp608,cheek,285,trial2,bin_18,18,6.0143
pp608,cheek,285,trial2,bin_19,19,4.6245
pp608,cheek,285,trial2,bin_20,20,5.8413
pp608,cheek,285,trial3,bin_0,0,8.9536
pp608,cheek,285,trial3,bin_1,1,11.5395
pp608,cheek,285,trial3,bin_2,2,9.6964
pp608,cheek,285,trial3,bin_3,3,6.0332
pp608,cheek,285,trial3,bin_4,4,3.3488
pp608,cheek,285,trial3,bin_5,5,5.9327
pp608,cheek,285,trial3,bin_6,6,12.2487
pp608,cheek,285,trial3,bin_7,7,6.4263
pp608,cheek,285,trial3,bin_8,8,10.4919
pp608,cheek,285,trial3,bin_9,9,9.4411
pp608,cheek,285,trial3,bin_10,10,13.7012
pp608,cheek,285,trial3,bin_11,11,6.4294
pp608,cheek,285,trial3,bin_12,12,4.2306
pp608,cheek,285,trial3,bin_13,13,7.6131
pp608,cheek,285,trial3,bin_14,14,5.5737
pp608,cheek,285,trial3,bin_15,15,5.1457
pp608,cheek,285,trial3,bin_16,16,7.7718
pp608,cheek,285,trial3,bin_17,17,8.0377
pp608,cheek,285,trial3,bin_18,18,7.0819
pp608,cheek,285,trial3,bin_19,19,5.3983
pp608,cheek,285,trial3,bin_20,20,12.6637
pp608,cheek,285,trial4,bin_0,0,5.471
pp608,cheek,285,trial4,bin_1,1,4.2152
pp608,cheek,285,trial4,bin_2,2,6.0721
pp608,cheek,285,trial4,bin_3,3,8.6364
pp608,cheek,285,trial4,bin_4,4,5.2988
pp608,cheek,285,trial4,bin_5,5,4.3588
pp608,cheek,285,trial4,bin_6,6,5.9877
pp608,cheek,285,trial4,bin_7,7,6.0085
pp608,cheek,285,trial4,bin_8,8,5.7491
pp608,cheek,285,trial4,bin_9,9,6.002
pp608,cheek,285,trial4,bin_10,10,5.5607
pp608,cheek,285,trial4,bin_11,11,7.5983
pp608,cheek,285,trial4,bin_12,12,7.3401
pp608,cheek,285,trial4,bin_13,13,6.4759
pp608,cheek,285,trial4,bin_14,14,11.798
pp608,cheek,285,trial4,bin_15,15,8.2492
pp608,cheek,285,trial4,bin_16,16,6.6898
pp608,cheek,285,trial4,bin_17,17,8.0258
pp608,cheek,285,trial4,bin_18,18,6.2947
pp608,cheek,285,trial4,bin_19,19,7.1158
pp608,cheek,285,trial4,bin_20,20,5.8366
pp608,cheek,285,trial5,bin_0,0,11.881
pp608,cheek,285,trial5,bin_1,1,10.4216
pp608,cheek,285,trial5,bin_2,2,7.2702
pp608,cheek,285,trial5,bin_3,3,11.6268
pp608,cheek,285,trial5,bin_4,4,11.8112
pp608,cheek,285,trial5,bin_5,5,6.2425
pp608,cheek,285,trial5,bin_6,6,5.6972
pp608,cheek,285,trial5,bin_7,7,4.2505
pp608,cheek,285,trial5,bin_8,8,9.4963
pp608,cheek,285,trial5,bin_9,9,9.3974
pp608,cheek,285,trial5,bin_10,10,9.1353
pp608,cheek,285,trial5,bin_11,11,6.8733
pp608,cheek,285,trial5,bin_12,12,7.1268
pp608,cheek,285,trial5,bin_13,13,15.3213
pp608,cheek,285,trial5,bin_14,14,15.503
pp608,cheek,285,trial5,bin_15,15,8.7665
pp608,cheek,285,trial5,bin_16,16,6.2547
pp608,cheek,285,trial5,bin_17,17,6.3887
pp608,cheek,285,trial5,bin_18,18,6.8719
pp608,cheek,285,trial5,bin_19,19,14.538
pp608,cheek,285,trial5,bin_20,20,9.4105
pp608,cheek,285,trial6,bin_0,0,7.8881
pp608,cheek,285,trial6,bin_1,1,7.8298
pp608,cheek,285,trial6,bin_2,2,8.255
pp608,cheek,285,trial6,bin_3,3,9.3125
pp608,cheek,285,trial6,bin_4,4,7.0577
pp608,cheek,285,trial6,bin_5,5,9.8572
pp608,cheek,285,trial6,bin_6,6,7.42
pp608,cheek,285,trial6,bin_7,7,4.9322
pp608,cheek,285,trial6,bin_8,8,4.1581
pp608,cheek,285,trial6,bin_9,9,6.4712
pp608,cheek,285,trial6,bin_10,10,6.6187
pp608,cheek,285,trial6,bin_11,11,4.1789
pp608,cheek,285,trial6,bin_12,12,5.9422
pp608,cheek,285,trial6,bin_13,13,7.7621
pp608,cheek,285,trial6,bin_14,14,10.6683
pp608,cheek,285,trial6,bin_15,15,11.5757
pp608,cheek,285,trial6,bin_16,16,5.7324
pp608,cheek,285,trial6,bin_17,17,5.4747
pp608,cheek,285,trial6,bin_18,18,5.1287
pp608,cheek,285,trial6,bin_19,19,7.2848
pp608,cheek,285,trial6,bin_20,20,7.0538
pp608,cheek,285,trial7,bin_0,0,6.9632
pp608,cheek,285,trial7,bin_1,1,7.3787
pp608,cheek,285,trial7,bin_2,2,4.233
pp608,cheek,285,trial7,bin_3,3,6.7866
pp608,cheek,285,trial7,bin_4,4,10.4638
pp608,cheek,285,trial7,bin_5,5,7.0436
pp608,cheek,285,trial7,bin_6,6,6.6679
pp608,cheek,285,trial7,bin_7,7,7.8314
pp608,cheek,285,trial7,bin_8,8,8.0279
pp608,cheek,285,trial7,bin_9,9,11.9018
pp608,cheek,285,trial7,bin_10,10,20.1154
pp608,cheek,285,trial7,bin_11,11,15.5369
pp608,cheek,285,trial7,bin_12,12,11.5919
pp608,cheek,285,trial7,bin_13,13,7.4637
pp608,cheek,285,trial7,bin_14,14,5.2895
pp608,cheek,285,trial7,bin_15,15,11.3068
pp608,cheek,285,trial7,bin_16,16,10.9643
pp608,cheek,285,trial7,bin_17,17,9.9219
pp608,cheek,285,trial7,bin_18,18,10.4774
pp608,cheek,285,trial7,bin_19,19,6.3295
pp608,cheek,285,trial7,bin_20,20,6.6282
pp608,cheek,285,trial8,bin_0,0,7.3967
pp608,cheek,285,trial8,bin_1,1,6.1113
pp608,cheek,285,trial8,bin_2,2,7.4959
pp608,cheek,285,trial8,bin_3,3,4.5668
